#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1535	43088	11	N	Y	1	both	1356	1535
contig_1538	4087	13	N	Y	1	both	1158	1538
contig_1539	4170	21	N	Y	1	both	1158	1539
contig_1541	41322	33	N	Y	1	both	1156	1541
contig_1542	2008	37	N	Y	1	both	1160	1542
contig_1543	3771	13	N	Y	1	both	1160	1543
contig_1544	43650	54	N	Y	1	none	*	1544
contig_1547	1394	812	Y	Y	20	none	564	1547
contig_1551	3168	43	N	Y	1	none	*	1551
contig_1552	2288	204	N	Y	5	none	*	1552
contig_1553	2206	48	N	Y	1	none	*	1553
contig_1554	2336	52	N	Y	1	none	*	1554
contig_1556	2499	47	N	Y	1	none	*	1556
contig_1574	504	33	N	Y	1	none	*	1574
contig_1576	9824	53	N	Y	1	none	*	1576
contig_1583	526	31	N	Y	1	both	954	1583
contig_1584	945	11	N	Y	1	both	954	1584
contig_1585	34577	42	N	Y	1	none	*	1585
contig_1586	13180	27	N	Y	1	both	1164	1586
contig_1587	11561	7	N	Y	1	both	1164	1587
contig_1588	28943	10	N	Y	1	both	1378	1588
contig_1591	8193	36	N	Y	1	both	1166	1591
contig_1592	755	54	N	Y	1	both	1166	1592
contig_1594	17750	13	N	Y	1	both	934	1594
contig_1595	17155	28	N	Y	1	both	934	1595
contig_1596	15633	29	N	Y	1	both	1170	1596
contig_1597	5299	11	N	Y	1	both	1170	1597
contig_1598	19296	27	N	Y	1	both	1168	1598
contig_1599	19646	14	N	Y	1	both	1168	1599
contig_1602	4647	113	Y	Y	3	none	*	1602
contig_1603	5488	74	Y	Y	2	none	756	1603
contig_1610	4067	35	Y	Y	1	none	822	1610
contig_1611	28175	42	N	Y	1	none	*	1611
contig_1612	4221	97	Y	Y	2	none	*	1612
contig_1613	3842	107	Y	Y	3	none	*	1613
contig_1614	46529	14	N	Y	1	both	1182	1614
contig_1616	42189	31	N	Y	1	both	1326	1616
contig_1617	44228	11	N	Y	1	both	1326	1617
contig_1625	32637	12	N	Y	1	both	1174	1625
contig_1626	35003	34	N	Y	1	both	1174	1626
contig_1627	25711	21	N	Y	1	both	1154	1627
contig_1628	24145	31	N	Y	1	both	1154	1628
contig_1631	21515	24	N	Y	1	both	1238	1631
contig_1632	18754	17	N	Y	1	both	1238	1632
contig_1635	2426	12	N	Y	1	both	1380	1635
contig_1636	3800	30	N	Y	1	both	1380	1636
contig_1637	3051	17	N	Y	1	both	1228	1637
contig_1638	3933	30	N	Y	1	both	1228	1638
contig_1641	33361	9	N	Y	1	both	1184	1641
contig_1642	27034	30	N	Y	1	both	1184	1642
contig_1643	35527	22	N	Y	1	both	1280	1643
contig_1644	30397	23	N	Y	1	both	1280	1644
contig_1650	2928	20	N	Y	1	both	1176	1650
contig_1651	2314	22	N	Y	1	both	1176	1651
contig_1652	18668	10	N	Y	1	both	1178	1652
contig_1653	18840	28	N	Y	1	both	1178	1653
contig_1655	12905	20	N	Y	1	both	1240	1655
contig_1656	6312	15	N	Y	1	both	1240	1656
contig_1660	659	9	N	Y	1	both	1180	1660
contig_1661	522	39	N	Y	1	both	1180	1661
contig_1668	1114	92	N	Y	2	none	*	1668
contig_1673	37593	26	N	Y	1	both	1182	1673
contig_1674	3163	17	N	Y	1	both	1186	1674
contig_1675	1513	26	N	Y	1	both	1186	1675
contig_1682	3794	127	Y	Y	3	none	*	1682
contig_1683	4719	117	Y	Y	3	none	*	1683
contig_1684	605	45	N	Y	1	none	*	1684
contig_1687	4145	84	N	Y	2	none	*	1687
contig_1690	7628	22	N	Y	1	none	*	1690
contig_1692	26361	9	N	Y	1	both	1354	1692
contig_1693	25163	28	N	Y	1	both	1354	1693
contig_1696	2273	343	Y	Y	9	none	*	1696
contig_1697	39150	10	N	Y	1	both	1320	1697
contig_1698	32925	34	N	Y	1	both	1188	1698
contig_1701	26796	13	N	Y	1	both	1306	1701
contig_1702	22828	38	N	Y	1	both	1306	1702
contig_1703	11440	15	N	Y	1	both	1190	1703
contig_1704	14017	31	N	Y	1	both	1190	1704
contig_1705	1123	9	N	Y	1	both	968	1705
contig_1706	1054	7	N	Y	1	both	968	1706
contig_1709	13244	27	N	Y	1	both	1316	1709
contig_1710	11601	14	N	Y	1	both	1316	1710
contig_1711	18075	13	N	Y	1	both	1006	1711
contig_1712	14876	31	N	Y	1	both	1006	1712
contig_1715	3180	37	N	Y	1	both	1382	1715
contig_1716	4675	19	N	Y	1	both	1382	1716
contig_1718	21652	16	N	Y	1	both	1192	1718
contig_1719	19687	19	N	Y	1	both	1192	1719
contig_1721	14007	16	N	Y	1	both	1172	1721
contig_1722	12295	38	N	Y	1	both	1172	1722
contig_1723	18594	31	N	Y	1	both	1374	1723
contig_1724	16849	13	N	Y	1	both	1374	1724
contig_1726	11886	14	N	Y	1	both	1194	1726
contig_1727	16442	34	N	Y	1	both	1194	1727
contig_1729	5113	0	N	Y	1	both	*	1729
contig_1730	18217	41	N	Y	1	none	*	1730
contig_1731	11125	9	N	Y	1	both	1196	1731
contig_1732	12996	35	N	Y	1	both	1196	1732
contig_1734	42381	28	N	Y	1	none	*	1734
contig_1737	37594	25	N	Y	1	both	1288	1737
contig_1738	37373	13	N	Y	1	both	1288	1738
contig_1740	3624	37	N	Y	1	none	*	1740
contig_1742	25554	12	N	Y	1	both	1144	1742
contig_1743	28613	31	N	Y	1	both	1144	1743
contig_1745	5789	81	Y	Y	2	none	*	1745
contig_1747	7911	76	Y	Y	2	none	590	1747
contig_1748	4504	12	N	Y	1	both	1292	1748
contig_1749	3871	31	N	Y	1	both	1292	1749
contig_1750	3150	139	Y	Y	3	none	*	1750
contig_1751	647	48	N	Y	1	none	708	1751
contig_1752	15705	73	N	Y	2	none	*	1752
contig_1753	8619	36	N	Y	1	both	1198	1753
contig_1755	3484	13	N	Y	1	both	1200	1755
contig_1756	3458	0	N	Y	1	both	1200	1756
contig_1757	5024	32	Y	Y	1	none	836	1757
contig_1758	9859	19	N	Y	1	both	1202	1758
contig_1759	17012	32	N	Y	1	both	1202	1759
contig_1760	13466	12	N	Y	1	both	1204	1760
contig_1761	13051	33	N	Y	1	both	1204	1761
contig_1762	31743	30	N	Y	1	both	1208	1762
contig_1763	30052	15	N	Y	1	both	1208	1763
contig_1765	1965	26	N	Y	1	both	1206	1765
contig_1766	678	9	N	Y	1	both	1206	1766
contig_1767	31761	29	N	Y	1	both	1320	1767
contig_1768	26657	8	N	Y	1	both	1226	1768
contig_1769	31540	28	N	Y	1	both	1226	1769
contig_1771	12513	18	N	Y	1	both	1244	1771
contig_1772	9460	18	N	Y	1	both	1244	1772
contig_1776	11991	36	N	Y	1	both	906	1776
contig_1778	4445	518	N	Y	13	none	538	1778
contig_1779	28647	41	N	Y	1	none	*	1779
contig_1782	1986	106	N	Y	3	none	*	1782
contig_1783	1864	107	N	Y	3	none	*	1783
contig_1788	27636	43	N	Y	1	none	*	1788
contig_1790	25863	35	N	Y	1	none	*	1790
contig_1792	42902	39	N	Y	1	none	*	1792
contig_1795	17196	35	N	Y	1	none	*	1795
contig_1797	40446	32	N	Y	1	none	*	1797
contig_1798	28184	38	N	Y	1	none	*	1798
contig_1800	13912	13	N	Y	1	both	1262	1800
contig_1801	36812	32	N	Y	1	none	*	1801
contig_1802	20573	40	N	Y	1	none	*	1802
contig_1804	9967	31	N	Y	1	both	982	1804
contig_1805	38219	41	N	Y	1	none	*	1805
contig_1808	4008	83	N	Y	2	none	*	1808
contig_1811	12910	41	N	Y	1	both	1300	1811
contig_1814	46178	90	N	Y	2	none	*	1814
contig_1815	8542	24	N	Y	1	both	998	1815
contig_1816	9216	37	N	Y	1	both	1290	1816
contig_1820	47460	35	N	Y	1	none	*	1820
contig_1821	32103	27	N	Y	1	none	*	1821
contig_1822	26064	35	N	Y	1	none	*	1822
contig_1824	4281	68	N	Y	2	none	*	1824
contig_1827	4117	20	Y	Y	1	none	714	1827
contig_1829	30720	36	N	Y	1	none	*	1829
contig_1830	24394	36	N	Y	1	none	*	1830
contig_1831	20976	49	N	Y	1	none	*	1831
contig_1839	32853	30	N	Y	1	none	*	1839
contig_1841	42551	52	N	Y	1	none	*	1841
contig_1842	6975	2	N	Y	1	right	*	1842
contig_1844	36285	43	N	Y	1	none	*	1844
contig_1845	33135	30	N	Y	1	none	*	1845
contig_1846	6776	30	N	Y	1	both	1352	1846
contig_1848	27084	37	N	Y	1	none	*	1848
contig_1849	29625	38	N	Y	1	none	*	1849
contig_1850	28132	35	N	Y	1	none	*	1850
contig_1851	15061	13	N	Y	1	both	1078	1851
contig_1852	41096	35	N	Y	1	none	*	1852
contig_1856	25596	40	N	Y	1	none	*	1856
contig_1857	26860	38	N	Y	1	none	*	1857
contig_1858	20260	46	N	Y	1	none	*	1858
contig_1859	24634	30	N	Y	1	none	*	1859
contig_1860	16982	33	N	Y	1	both	1140	1860
contig_1866	24135	56	N	Y	1	none	*	1866
contig_1867	44061	45	N	Y	1	none	*	1867
contig_1868	30147	37	N	Y	1	none	*	1868
contig_1869	47343	11	N	Y	1	both	1156	1869
contig_1873	41604	33	N	Y	1	none	*	1873
contig_1874	35969	36	N	Y	1	none	*	1874
