c_name,num_of_genes,lca,lcaID,percentage_target,most_abundant_taxon,target_bitscore_mean,target_bitscore_sd,target_evalue_mean,target_evalue_sd,other_bitscore_mean,other_bitscore_sd,other_evalue_mean,other_evalue_sd
contig_1512,28,Endopterygota,33392,0.6785714285714286,Bradysia,254.29,151.21,4.84211518768421e-13,2.1106245112801864e-12,194.2,116.09,2.9285714285714287e-06,7.748271696689159e-06
contig_1519,10,Neoptera,33340,0.8,Endopterygota,169.1,131.21,2.14347500007275e-07,6.043371861948132e-07,272.0,,1.06e-88,
contig_98,283,cellular organisms,131567,0.7137809187279152,Bradysia,188.49,132.88,6.44291197550208e-07,7.633771519648783e-06,138.25,109.55,3.579875938057775e-05,0.0001584587522366173
contig_1520,9,Hexapoda,6960,0.5555555555555556,Endopterygota,179.62,110.73,5.12e-06,1.1448668044798924e-05,122.53,73.01,1.3433333333333335e-06,2.326721584834192e-06
contig_1521,9,Hexapoda,6960,0.6666666666666666,Bradysia,183.22,89.74,1.0016666666666667e-08,2.453572225687817e-08,96.3,1.13,2.4525e-20,2.909744404582643e-20
contig_1526,2,Endopterygota,33392,0.5,Bradysia,136.0,,2.35e-32,,48.5,,0.000224,
contig_1524,21,Eukaryota,2759,0.8095238095238095,Bradysia,317.94,319.04,3.930088235294158e-08,1.620120566909613e-07,106.67,84.45,1.9633333333333333e-06,1.7329839391446572e-06
contig_1525,16,Hexapoda,6960,0.6875,Bradysia,185.3,150.63,5.900516636363637e-07,1.9567914953653454e-06,909.5,289.21,4.285e-236,0.0
contig_611,2,Endopterygota,33392,1.0,Bradysia,235.0,118.79,6.95e-40,9.82878425849301e-40,,,,
contig_185,207,cellular organisms,131567,0.7439613526570048,Bradysia,258.45,243.8,4.419497878768419e-06,4.693846066911171e-05,132.55,115.16,7.338218340419379e-06,2.1171759544445823e-05
contig_15,71,cellular organisms,131567,0.647887323943662,Endopterygota,160.98,124.9,7.000643886985201e-07,3.3058370760098726e-06,182.54,110.58,6.00920000000031e-07,2.559241828176008e-06
contig_615,3,Sciaridae,7184,0.6666666666666666,Bradysia,64.5,5.23,8.220000000000001e-08,1.0154053377838823e-07,90.1,,1.07e-17,
contig_619,1,Bradysia,35571,1.0,Bradysia,97.4,,2.24e-16,,,,,
contig_613,11,Eukaryota,2759,0.7272727272727273,Bradysia,302.48,205.69,8.862500000000027e-13,2.5066935393063097e-12,59.3,,7.16e-07,
contig_620,1,Bradysia,35571,1.0,Bradysia,83.2,,5.29e-12,,,,,
contig_62,4,Endopterygota,33392,1.0,Endopterygota,229.92,197.26,2.6925e-16,4.006506167057112e-16,,,,
contig_618,8,Endopterygota,33392,0.875,Bradysia,151.4,139.34,5.90111001332e-06,1.56094435340051e-05,121.0,,5.24e-27,
contig_621,1,Bradysia,35571,1.0,Bradysia,538.0,,5.59e-190,,,,,
contig_1527,29,Endopterygota,33392,0.6551724137931034,Bradysia,223.17,184.59,7.061384119474279e-08,3.0259155366516325e-07,282.76,162.86,7.800000000000332e-24,1.7441330224498175e-23
contig_609,28,cellular organisms,131567,0.6428571428571429,Bradysia,268.15,216.91,5.400062807666736e-07,1.9714443483060663e-06,184.85,255.36,0.00010134293333333334,0.00024821025865106114
contig_617,16,Endopterygota,33392,0.625,Bradysia,258.45,224.81,9.506660000253e-12,2.941065239058025e-11,82.97,36.68,0.00013766666667046668,0.00023844566117202457
contig_628,3,Bradysia,35571,1.0,Bradysia,195.73,129.96,1.04e-09,1.8013328398716326e-09,,,,
contig_627,6,Endopterygota,33392,0.8333333333333334,Bradysia,185.56,112.38,1.3860000000000015e-10,3.0991902168147076e-10,107.0,,9.78e-21,
contig_629,3,Bradysia,35571,1.0,Bradysia,332.53,257.78,3.4e-13,5.888972745734183e-13,,,,
contig_626,10,Endopterygota,33392,0.8,Bradysia,142.48,65.63,1.60107975e-09,4.287890148515659e-09,53.1,,1.04e-05,
contig_633,1,Sciaridae,7184,1.0,Sciaridae,87.8,,1.66e-18,,,,,
contig_631,4,Sciaridae,7184,0.25,Pseudolycoriella hygida,172.0,,3.06e-42,,153.6,99.56,1.485e-16,2.1001071401240463e-16
contig_152,48,Neoptera,33340,0.6666666666666666,Bradysia,254.19,191.76,3.0818631246284376e-09,1.7050350381674568e-08,180.78,210.78,9.663652000025092e-08,2.3635147831727444e-07
contig_79,143,Opisthokonta,33154,0.6433566433566433,Bradysia,307.96,353.56,6.41561315514629e-07,5.590335847956008e-06,175.75,134.05,7.520313082915963e-06,4.1931952041921036e-05
contig_630,9,Sciaridae,7184,0.6666666666666666,Bradysia,598.8,769.98,2.7666666666666967e-19,6.776921621700112e-19,145.0,45.25,1.01e-24,1.428355697996826e-24
contig_632,7,Sciaridae,7184,0.42857142857142855,Pseudolycoriella hygida,286.6,217.55,1.4433333333333333e-19,2.4999266655910793e-19,151.93,93.73,7.934586666666667e-21,1.3739851116825586e-20
contig_75,386,Opisthokonta,33154,0.689119170984456,Bradysia,222.37,176.44,7.985120847798772e-06,6.3278172402939e-05,189.11,208.1,2.3660632136986806e-05,0.00011422042874361384
contig_636,12,Opisthokonta,33154,0.8333333333333334,Bradysia,321.32,216.52,4.5020000000000005e-07,1.1244200282812467e-06,175.0,,4.15e-46,
contig_640,4,Neoptera,33340,0.5,Neoptera,823.9,1069.29,1.165e-11,1.6475588001646558e-11,106.7,69.72,1.075e-07,1.5202795795510773e-07
contig_650,1,Unassigned,,0,,,,,,,,,
contig_635,16,Protostomia,33317,0.75,Bradysia,262.96,197.71,1.1305862000005452e-05,3.771777819707394e-05,94.15,28.07,8.60000000000075e-16,1.2162236636407556e-15
contig_623,15,Eumetazoa,6072,0.7333333333333333,Bradysia,197.66,148.82,7.098181818181818e-08,2.1663767824726065e-07,87.25,17.18,5.20000895e-14,7.353897867128711e-14
contig_655,2,Bradysia,35571,1.0,Bradysia,243.5,178.9,1.7e-23,2.4041630560342615e-23,,,,
contig_654,3,Endopterygota,33392,0.6666666666666666,Nematocera,132.7,106.49,2.94e-08,4.157787873376899e-08,61.2,,4.09e-09,
contig_663,1,Unassigned,,0,,,,,,,,,
contig_648,7,Sciaroidea,41830,0.5714285714285714,Bradysia,370.9,311.76,2.925e-13,5.85e-13,127.0,,1.11e-28,
contig_641,6,Endopterygota,33392,0.6666666666666666,Bradysia,356.2,340.27,4.1e-15,8.200000000000002e-15,111.7,62.65,3.86e-11,5.458864350760147e-11
contig_668,4,Bradysia,35571,1.0,Bradysia,188.08,88.79,6.125e-16,1.225e-15,,,,
contig_656,7,Endopterygota,33392,0.7142857142857143,Endopterygota,239.12,167.65,1.6075400000000002e-12,3.545746290698194e-12,53.1,,9.46e-07,
contig_670,4,Endopterygota,33392,1.0,Bradysia,250.52,132.75,1.645e-08,3.29e-08,,,,
contig_624,38,Protostomia,33317,0.631578947368421,Bradysia,201.85,141.9,1.77504950666691e-09,8.69567804510481e-09,86.56,44.01,2.3069848750011126e-05,6.502583610890474e-05
contig_664,20,Endopterygota,33392,0.7,Bradysia,158.69,76.58,9.994291235718914e-08,3.464102103414481e-07,158.43,155.35,6.333333335613334e-09,1.096965511262835e-08
contig_673,12,Arthropoda,6656,0.6666666666666666,Bradysia,238.99,201.29,9.137501989625e-10,2.584475204843899e-09,209.5,201.53,3.1e-12,4.384062043356595e-12
contig_677,7,Endopterygota,33392,0.7142857142857143,Bradysia,153.1,113.63,2.580000040400026e-06,5.7690553593651575e-06,138.0,,2.06e-34,
contig_683,6,Nematocera,7148,0.8333333333333334,Bradysia,191.84,125.12,4.2000000000003416e-13,9.391485505498924e-13,221.0,,8.53e-71,
contig_669,26,cellular organisms,131567,0.7307692307692307,Bradysia,348.85,486.36,4.6273684416021047e-10,1.8298658367346732e-09,188.82,102.93,2.3825e-05,4.765e-05
contig_639,36,Endopterygota,33392,0.7222222222222222,Bradysia,271.61,310.88,3.6184388815790077e-09,1.8291833376384456e-08,186.28,93.29,7.800000002683332e-18,1.9106019992394228e-17
contig_667,28,Eukaryota,2759,0.7142857142857143,Bradysia,182.68,148.29,6.400087183100092e-08,2.8621649592291193e-07,203.19,153.9,8.571428571428572e-08,1.5332613854755738e-07
contig_688,1,Bradysia,35571,1.0,Bradysia,129.0,,7.48e-25,,,,,
contig_674,21,Opisthokonta,33154,0.6190476190476191,Bradysia,214.66,174.44,1.516923077014554e-06,3.945848841076204e-06,174.3,150.93,3.6857145786437144e-06,9.751483274468357e-06
contig_684,9,Endopterygota,33392,0.6666666666666666,Bradysia,296.88,304.53,1.3433786666666664e-08,3.290459014230486e-08,137.5,12.02,6.801025000000001e-30,9.615202655235615e-30
contig_693,4,Endopterygota,33392,1.0,Bradysia,247.68,180.14,1.22225e-18,2.0825129651457156e-18,,,,
contig_692,5,Endopterygota,33392,1.0,Endopterygota,145.94,47.02,1.1402400000000001e-19,2.5433977840676046e-19,,,,
contig_691,5,Endopterygota,33392,1.0,Bradysia,246.0,116.39,1.356e-25,3.0321081774897148e-25,,,,
contig_638,26,Opisthokonta,33154,0.7307692307692307,Bradysia,309.67,273.39,3.557894945270105e-07,1.5508503559176857e-06,185.82,212.51,6.0250000134000134e-09,1.2049999991066657e-08
contig_143,242,cellular organisms,131567,0.6652892561983471,Bradysia,224.25,209.7,1.488787095347733e-06,1.523410734161194e-05,143.31,132.44,3.2436938323391696e-05,0.00011560304191597256
contig_704,5,cellular organisms,131567,0.8,Nematocera,202.15,176.05,3.2000146e-16,6.399990266725879e-16,154.0,,6.72e-35,
contig_687,32,Neoptera,33340,0.75,Bradysia,273.03,288.5,5.435015181696251e-08,2.424792025100211e-07,229.2,140.25,6.7000000000154e-23,1.4981655449239982e-22
contig_690,26,Protostomia,33317,0.7307692307692307,Bradysia,159.95,118.86,2.094887297947485e-08,9.130709796319526e-08,114.32,80.73,3.4000150200008203e-09,7.602622727107553e-09
contig_697,22,Neoptera,33340,0.8636363636363636,Bradysia,223.14,165.88,5.226336215720526e-07,2.278097742707777e-06,204.0,,2.04e-56,
contig_194,432,cellular organisms,131567,0.6944444444444444,Endopterygota,186.59,144.94,2.4949047192023336e-06,2.8539847851994974e-05,142.78,90.12,1.222144583581411e-05,6.0836033262322304e-05
contig_706,6,Nematocera,7148,0.8333333333333334,Bradysia,223.04,207.72,3.3556000000222e-09,7.2390991704640824e-09,,,,
contig_705,12,Endopterygota,33392,0.5833333333333334,Bradysia,210.84,156.32,3.214285714307143e-07,8.504200642698166e-07,244.32,176.29,6.275e-15,1.2550000000000001e-14
contig_707,7,Sciaridae,7184,0.7142857142857143,Bradysia,183.52,96.48,1.45800000000298e-10,3.260187111193028e-10,797.0,,3.13e-280,
contig_686,36,Endopterygota,33392,0.6388888888888888,Bradysia,208.67,206.57,3.816424841602349e-06,1.673625915120998e-05,165.93,87.84,4.942858064285714e-10,1.3077570359807673e-09
contig_642,83,Bilateria,33213,0.6626506024096386,Bradysia,311.73,262.02,3.6806221144693667e-07,2.6963840730265937e-06,123.77,60.47,5.1854572313724e-07,2.003293406438995e-06
contig_696,30,Bilateria,33213,0.6666666666666666,Bradysia,280.71,227.04,2.1743629950505003e-10,9.633282985184202e-10,68.55,16.12,4.860691503583333e-08,8.650023951975368e-08
contig_720,1,Bradysia,35571,1.0,Bradysia,120.0,,1.57e-29,,,,,
contig_716,2,Endopterygota,33392,0.5,Sciaridae,75.9,,1.26e-09,,82.0,,5.74e-19,
contig_709,7,Endopterygota,33392,0.5714285714285714,Bradysia,158.82,120.37,1.14505e-11,2.2899666686075004e-11,127.0,84.85,1.56e-08,2.2061731573020283e-08
contig_146,259,Opisthokonta,33154,0.6872586872586872,Bradysia,176.78,127.97,2.6058551272155033e-06,2.1411536301913017e-05,155.83,104.83,2.870212765896429e-05,0.0001322034442913279
contig_1255,2,Sciaridae,7184,0.5,Pseudolycoriella hygida,73.6,,5.96e-15,,493.0,,3.65e-163,
contig_77,480,cellular organisms,131567,0.7229166666666667,Bradysia,232.45,244.35,3.4244242931095113e-06,3.8416966923392976e-05,149.62,114.49,1.34786880699828e-05,7.521758767199208e-05
contig_725,9,Bilateria,33213,0.7777777777777778,Bradysia,203.41,87.08,1.1628571428571428e-10,3.076630810295109e-10,67.2,11.17,4.27000001235e-06,6.038691893867578e-06
contig_1259,1,Endopterygota,33392,1.0,Endopterygota,124.0,,6.47e-28,,,,,
contig_1250,6,Endopterygota,33392,0.8333333333333334,Bradysia,186.0,81.17,9.32e-19,2.084015355029804e-18,64.7,,5e-07,
contig_713,14,Endopterygota,33392,0.8571428571428571,Bradysia,171.02,74.5,1.8505591752854833e-19,6.408412183779157e-19,115.0,,1.29e-29,
contig_126,2,Nematocera,7148,0.5,Bradysia,253.0,,1.76e-68,,174.0,,1.43e-52,
contig_1264,4,Opisthokonta,33154,0.75,Bradysia,378.33,207.46,2.9833333333333333e-51,5.1672849092471514e-51,55.8,,1.2e-06,
contig_1265,4,Endopterygota,33392,1.0,Bradysia,218.25,103.03,1.8925000000000003e-28,3.785e-28,,,,
contig_715,25,Endopterygota,33392,0.8,Bradysia,115.71,58.81,1.0280190005515788e-06,3.2207073560624326e-06,125.0,48.77,1.9133333333763332e-19,3.3139905451112126e-19
contig_1270,1,Bradysia,35571,1.0,Bradysia,81.3,,1.77e-12,,,,,
contig_81,251,cellular organisms,131567,0.7131474103585658,Endopterygota,168.5,111.87,2.9860639579791926e-06,3.893885051232042e-05,157.12,87.36,3.253294286222302e-07,2.3485361931387854e-06
contig_1266,12,Endopterygota,33392,0.9166666666666666,Bradysia,329.1,295.46,6.272854545454545e-13,2.0737971701030147e-12,93.6,,1.89e-17,
contig_1263,15,Hexapoda,6960,0.7333333333333333,Bradysia,236.71,225.55,8.600000000609998e-07,2.8522973196854113e-06,282.67,194.88,7.200000000000001e-29,1.247076581449592e-28
contig_1262,14,cellular organisms,131567,0.6428571428571429,Bradysia,277.71,277.63,4.587444492451167e-07,1.369234798280647e-06,247.73,171.13,5.066666666666667e-12,8.775724091682311e-12
contig_1254,15,Endopterygota,33392,0.8,Bradysia,216.66,167.39,9.000002791963334e-07,3.117691365700085e-06,153.0,62.23,2.195e-22,3.1041987694089437e-22
contig_1274,3,Bradysia,35571,1.0,Bradysia,324.0,165.91,1.7033333333333332e-44,2.9502598755589874e-44,,,,
contig_1273,4,Sciaridae,7184,0.25,Pseudolycoriella hygida,69.7,,2.69e-12,,53.9,,2.46e-06,
contig_1275,2,Sciaroidea,41830,0.5,Sciaroidea,74.3,,5.73e-14,,67.8,,1.8e-07,
contig_1281,1,Diptera,7147,1.0,Diptera,85.1,,2.37e-17,,,,,
contig_1271,9,Endopterygota,33392,1.0,Bradysia,140.06,55.01,3.456333333333333e-08,1.0254377650545156e-07,,,,
contig_1282,2,Sciaridae,7184,0.5,Pseudolycoriella hygida,149.0,,1.21e-34,,113.0,,3.9e-31,
contig_729,30,Endopterygota,33392,0.6333333333333333,Bradysia,309.09,363.03,2.332054484294737e-06,1.0138816490116296e-05,372.57,447.86,6.655555707798334e-10,1.996666660957563e-09
contig_1283,4,Endopterygota,33392,0.5,Bradysia,115.0,43.84,7.5e-13,1.0606601717798214e-12,89.1,36.63,3.295e-09,4.6598336880193476e-09
contig_1272,14,Endopterygota,33392,0.7857142857142857,Bradysia,164.45,100.46,2.527280927272728e-11,8.38201265967318e-11,59.3,,4.36e-05,
contig_1276,5,Neoptera,33340,0.4,Bradysia,187.35,187.6,3.17e-07,4.4830569927227115e-07,84.95,12.23,1.3445e-15,1.733118720688228e-15
contig_1268,23,Nematocera,7148,0.782608695652174,Bradysia,260.46,177.8,3.7833333335966665e-06,1.605132393286891e-05,210.0,155.52,2.353333333333368e-24,4.076092900478728e-24
contig_1286,3,Sciaroidea,41830,1.0,Sciaridae,126.13,54.44,3.63333333462e-15,6.293117933052636e-15,,,,
contig_129,3,Nematocera,7148,1.0,Bradysia,118.03,37.6,9.233333333560666e-14,1.5992602456355758e-13,,,,
contig_128,16,Endopterygota,33392,0.625,Bradysia,147.87,86.64,2.920825970000007e-07,9.2335608564484e-07,99.4,44.69,1.435e-12,2.0293964620053914e-12
contig_1284,12,Opisthokonta,33154,0.8333333333333334,Bradysia,308.43,257.96,5.31e-20,1.6791694375494095e-19,75.85,15.77,3.8000038349999997e-10,5.374006113508749e-10
contig_1295,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,92.0,,6.25e-23,
contig_1297,2,Sciaridae,7184,0.5,Bradysia,155.0,,6.33e-45,,446.0,,1.79e-155,
contig_127,24,Pancrustacea,197562,0.5833333333333334,Bradysia,206.26,151.11,1.5285715885801785e-07,5.719390530872209e-07,120.48,125.46,1.0035e-05,1.6406777562946358e-05
contig_1293,5,Nematocera,7148,0.2,Pseudolycoriella hygida,147.0,,1.34e-36,,418.25,432.53,1.7575e-07,3.515e-07
contig_708,69,Pancrustacea,197562,0.6956521739130435,Bradysia,322.62,248.26,1.2770833335198544e-05,8.847892875303522e-05,156.51,76.73,2.8779166668333374e-07,8.492477274865383e-07
contig_1292,6,Nematocera,7148,0.16666666666666666,Pseudolycoriella hygida,200.0,,2.4e-50,,296.6,186.62,1.286000000526e-27,2.8755834187706866e-27
contig_130,3,Endopterygota,33392,0.6666666666666666,Pseudolycoriella hygida,315.5,224.15,8.05e-41,1.1384419177103414e-40,125.0,,4.91e-31,
contig_1288,19,Endopterygota,33392,0.5789473684210527,Bradysia,145.84,99.94,1.5020309090976365e-08,4.5903528121580006e-08,181.94,201.81,2.7100007840000003e-08,4.899795372094949e-08
contig_1291,14,Pancrustacea,197562,0.6428571428571429,Bradysia,209.93,111.2,2.648333333333333e-05,7.857259382252822e-05,147.36,137.37,1.186000000292e-06,2.6519766211515172e-06
contig_1290,19,Protostomia,33317,0.42105263157894735,Bradysia,156.86,110.21,4.2450006450000004e-10,6.232511030207686e-10,166.9,119.07,5.666666718008417e-10,1.3880441850619126e-09
contig_147,374,Opisthokonta,33154,0.6524064171122995,Bradysia,276.22,384.88,2.046992120893455e-06,2.306663208674632e-05,155.5,121.55,1.4431856961636831e-05,8.043197956447472e-05
contig_1312,3,Nematocera,7148,1.0,Bradysia,261.43,183.64,2.8133333333333336e-06,4.8728362719604415e-06,,,,
contig_1310,6,Opisthokonta,33154,0.8333333333333334,Sciaroidea,311.3,332.01,7.14e-10,1.5965525359348498e-09,,,,
contig_1309,6,Endopterygota,33392,0.5,Sciaroidea,247.53,194.77,8.433333333333333e-13,1.460696181049753e-12,,,,
contig_1313,2,Bradysia,35571,1.0,Bradysia,332.0,254.56,1.89e-34,2.67286363288515e-34,,,,
contig_1285,20,cellular organisms,131567,0.65,Bradysia,256.08,161.46,1.2628178615387908e-22,4.548159510473793e-22,141.58,122.5,2.6124000506000006e-08,5.6413179727375254e-08
contig_1318,1,Bradysia,35571,1.0,Bradysia,160.0,,8.04e-45,,,,,
contig_1311,4,Opisthokonta,33154,0.75,Bradysia,152.17,125.68,1.19e-09,2.061140461006964e-09,,,,
contig_1289,30,Endopterygota,33392,0.5666666666666667,Bradysia,169.41,106.25,1.0941182317074705e-05,4.511162475015906e-05,120.97,48.07,1.0316666885000001e-07,2.5270569072752075e-07
contig_1320,3,Sciaridae,7184,0.6666666666666666,Bradysia,270.0,110.31,2.405e-48,3.4011836175072934e-48,304.0,,1.99e-87,
contig_1319,5,Sciaridae,7184,0.8,Bradysia,265.25,108.83,4.2e-22,8.4e-22,979.0,,0.0,
contig_1321,4,Sciaridae,7184,0.75,Bradysia,361.0,345.32,2.9166666666667386e-31,5.051814855409164e-31,911.0,,0.0,
contig_703,82,Eukaryota,2759,0.6097560975609756,Endopterygota,177.85,103.33,2.7439193533556665e-07,1.8666066170696033e-06,141.01,92.45,1.589609498160697e-06,5.43557049778148e-06
contig_1304,20,Endopterygota,33392,0.7,Bradysia,277.49,254.85,2.5733777859836144e-14,8.949171443693313e-14,132.8,86.7,5.14725e-09,1.0168890315565411e-08
contig_1323,5,Hexapoda,6960,0.4,Folsomia candida,140.7,65.48,5.05e-21,7.14177848998413e-21,96.37,25.55,1.7754000000000003e-14,3.061064109096704e-14
contig_1328,2,Hexapoda,6960,0.5,Folsomia candida,103.0,,1.43e-23,,324.0,,1.39e-100,
contig_1305,22,Endopterygota,33392,0.6363636363636364,Bradysia,213.57,153.6,6.068739982320714e-15,2.268920290001466e-14,130.0,86.94,1.7575650736285715e-05,4.648776961741608e-05
contig_1331,2,Endopterygota,33392,0.5,Endopterygota,116.0,,6.57e-26,,58.2,,4.52e-08,
contig_1322,7,Endopterygota,33392,0.2857142857142857,Pseudolycoriella hygida,73.75,21.57,4.250000000055e-08,6.010407640007872e-08,91.38,15.38,4.7006851595e-13,9.39954331572597e-13
contig_1327,5,Endopterygota,33392,0.8,Endopterygota,121.45,68.05,6.025000000000006e-07,1.2049999999999995e-06,,,,
contig_1332,4,Endopterygota,33392,1.0,Diptera,160.22,103.95,2.800000000000017e-07,5.599999999999989e-07,,,,
contig_1329,7,Hexapoda,6960,0.7142857142857143,Nematocera,124.56,55.58,1.0580000000002383e-09,2.3657599201946442e-09,137.5,38.89,5.9e-22,8.343860018001261e-22
contig_1334,2,Endopterygota,33392,0.5,Pseudolycoriella hygida,114.0,,3.71e-24,,82.0,,6.89e-17,
contig_1333,5,Hexapoda,6960,0.6,Allacma fusca,208.3,151.08,1.0566666666666667e-08,1.8302003533311136e-08,188.5,38.89,8.45000000000095e-46,1.1950104602051309e-45
contig_702,129,cellular organisms,131567,0.6821705426356589,Bradysia,263.36,247.25,4.251335668354002e-07,3.2370466204564714e-06,152.92,193.63,3.07906453819176e-06,1.3083262983332629e-05
contig_150,267,cellular organisms,131567,0.6741573033707865,Bradysia,199.27,184.24,7.37237298906217e-08,4.447932923740277e-07,157.23,143.29,2.619725010670346e-05,0.00014189926766503656
contig_1344,3,Endopterygota,33392,1.0,Endopterygota,124.6,93.36,2.0834566666666666e-08,3.608332377377856e-08,,,,
contig_1324,19,Pterygota,7496,0.631578947368421,Bradysia,244.32,210.08,8.511216666666723e-06,2.9128188320838656e-05,123.35,44.34,1.9825e-11,3.965e-11
contig_1325,18,Arthropoda,6656,0.5555555555555556,Bradysia,237.76,214.4,1.61800000000084e-07,3.566715887510414e-07,172.97,121.17,1.0533333333333334e-07,2.5801291957316143e-07
contig_1335,5,Endopterygota,33392,1.0,Nematocera,189.64,105.22,2.8814060000014416e-22,6.439090516848603e-22,,,,
contig_1338,8,Neoptera,33340,0.75,Endopterygota,92.82,77.26,5.503605855333334e-05,0.000134704287339644,138.9,110.45,1.74e-09,2.4607315985291853e-09
contig_1346,3,Endopterygota,33392,1.0,Endopterygota,85.87,24.31,1.583333333334682e-08,2.7424137786495547e-08,,,,
contig_1347,2,Endopterygota,33392,1.0,Endopterygota,194.5,54.45,6.9e-40,9.758073580374355e-40,,,,
contig_728,87,Opisthokonta,33154,0.7816091954022989,Bradysia,276.95,320.22,1.4998050450242848e-05,8.75553027775566e-05,126.49,131.75,4.467833333333335e-08,1.5034165695226163e-07
contig_1354,1,Bradysia,35571,1.0,Bradysia,99.0,,2.95e-22,,,,,
contig_1352,1,Polyphaga,41084,0,Polyphaga,,,,,199.0,,2.08e-56,
contig_1353,2,Sciaridae,7184,0.5,Pseudolycoriella hygida,177.0,,5.56e-50,,546.0,,5.92e-169,
contig_1350,2,Bradysia,35571,1.0,Bradysia,361.5,348.6,7.45e-29,1.053589103967956e-28,,,,
contig_134,10,Diptera,7147,0.8,Bradysia,324.25,126.1,2.6875e-21,7.601397897755387e-21,207.0,,2.61e-59,
contig_1357,1,Bradysia,35571,1.0,Bradysia,70.5,,9.24e-11,,,,,
contig_1316,17,cellular organisms,131567,0.7058823529411765,Bradysia,334.58,296.01,6.141666675670365e-08,2.1275357416802285e-07,103.55,9.12,6.950000000001269e-17,9.828784258491213e-17
contig_1358,9,Endopterygota,33392,0.5555555555555556,Bradysia,340.62,350.48,3.62000045e-21,8.09456582699165e-21,110.3,60.07,9.6333333333558e-06,1.6685422779560727e-05
contig_1359,5,Nematocera,7148,1.0,Bradysia,257.24,261.82,1.66e-17,3.711872842649651e-17,,,,
contig_132,33,Protostomia,33317,0.7878787878787878,Bradysia,158.05,80.1,3.250009580141155e-08,1.1518026534110596e-07,136.84,150.25,2.6980174584e-10,4.268922843599224e-10
contig_1356,10,Hexapoda,6960,0.7,Bradysia,146.94,84.78,7.788371428571598e-07,2.0597893255517936e-06,97.2,13.86,2.00500316e-15,2.8354937236431987e-15
contig_1351,12,cellular organisms,131567,0.8333333333333334,Bradysia,210.42,169.38,5.340129235000001e-14,1.6886517301446059e-13,268.0,108.89,8.1e-57,1.1455129855222072e-56
contig_1368,2,Sciaroidea,41830,0.5,Contarinia nasturtii,171.0,,3.42e-40,,64.3,,3.37e-09,
contig_1367,7,Endopterygota,33392,0.5714285714285714,Bradysia,229.25,78.59,3.6e-32,7.2e-32,78.6,,1.37e-17,
contig_1355,11,Hexapoda,6960,0.6363636363636364,Bradysia,165.69,87.35,7.78571428629e-07,2.059906377874902e-06,177.67,95.26,1.7566666666704e-21,3.0426359186260945e-21
contig_1366,6,Hexapoda,6960,0.16666666666666666,Culicomorpha,112.0,,9.56e-24,,84.22,13.57,1.8801600000425e-13,3.0077784662748874e-13
contig_277,771,cellular organisms,131567,0.7120622568093385,Endopterygota,193.98,179.62,4.819176728571424e-06,5.6897667704945914e-05,159.35,134.65,9.577009742048244e-06,6.219486586267291e-05
contig_816,3,Nematocera,7148,1.0,Bradysia,264.33,251.17,4.2333336039999994e-23,7.33234818430405e-23,,,,
contig_131,53,cellular organisms,131567,0.6415094339622641,Endopterygota,166.56,102.84,3.502774513000335e-07,2.0407846397200855e-06,161.43,91.02,1.5750000000089094e-05,4.454772721471649e-05
contig_135,25,Panarthropoda,88770,0.84,Bradysia,207.5,160.95,2.3562304775285713e-08,1.021425939815921e-07,135.55,86.05,1.5300016574999999e-06,3.0599988950015956e-06
contig_133,38,Ecdysozoa,1206794,0.7105263157894737,Bradysia,212.74,128.05,3.6908196989582314e-16,1.8988635955072435e-15,123.72,162.43,1.8250253213684314e-05,5.1618692714195554e-05
contig_1339,33,Bilateria,33213,0.7575757575757576,Bradysia,201.11,261.65,3.8171611222354394e-10,1.444889372779366e-09,67.72,22.97,0.0001034930898,0.00023115746902704502
contig_817,8,Endopterygota,33392,0.875,Bradysia,253.29,130.92,3.8285774e-25,1.0129445243506776e-24,150.0,,1.77e-35,
contig_701,135,Arthropoda,6656,0.7481481481481481,Bradysia,217.58,230.94,5.660311884111216e-07,4.342588690355244e-06,126.06,73.83,2.2132802985000077e-05,8.730084064619162e-05
contig_819,16,Endopterygota,33392,0.6875,Bradysia,233.31,123.51,1.4454545851818181e-11,4.7940303656103976e-11,385.12,511.5,4.825016025e-17,9.649989316713976e-17
contig_827,5,Ecdysozoa,1206794,0.2,Nematocera,841.0,,5.33e-276,,52.55,2.47,3.615e-06,2.5102290732122436e-06
contig_818,15,Endopterygota,33392,0.7333333333333333,Bradysia,290.8,201.87,3.6818181818181815e-08,1.2211209455399427e-07,984.95,1278.52,2.395e-17,3.387041481883563e-17
contig_815,36,Arthropoda,6656,0.6111111111111112,Bradysia,249.4,168.14,3.187554546292273e-09,1.4118928899677392e-08,184.62,174.07,8.166820000262222e-06,2.4499942504152564e-05
contig_1530,1,Bradysia,35571,1.0,Bradysia,424.0,,3.46e-141,,,,,
contig_1541,1,Bradysia,35571,1.0,Bradysia,102.0,,8.33e-20,,,,,
contig_1535,4,Sciaridae,7184,0.75,Bradysia,338.33,196.02,9.666666666666667e-23,1.6743157806499146e-22,187.0,,1.12e-43,
contig_1534,5,Nematocera,7148,0.6,Bradysia,442.67,513.86,2.7245666666666666e-36,4.715883964150659e-36,271.0,,4.05e-71,
