locus_tag	ftype	length_bp	gene	EC_number	COG	product
LONINKCB_07559	CDS	237				hypothetical protein
LONINKCB_07560	CDS	354				hypothetical protein
LONINKCB_07561	CDS	246				hypothetical protein
LONINKCB_07562	CDS	255				hypothetical protein
LONINKCB_07563	CDS	276				hypothetical protein
LONINKCB_07564	CDS	198				hypothetical protein
LONINKCB_07565	CDS	204				hypothetical protein
LONINKCB_07566	CDS	375				hypothetical protein
LONINKCB_07567	CDS	189				hypothetical protein
LONINKCB_07568	CDS	321				hypothetical protein
LONINKCB_07569	CDS	225				hypothetical protein
LONINKCB_07570	CDS	465				hypothetical protein
LONINKCB_07571	CDS	360				hypothetical protein
LONINKCB_07572	CDS	180				hypothetical protein
LONINKCB_07573	CDS	261				hypothetical protein
LONINKCB_07574	CDS	282				hypothetical protein
LONINKCB_07575	CDS	150				hypothetical protein
LONINKCB_07576	CDS	273				hypothetical protein
LONINKCB_07577	CDS	234				hypothetical protein
LONINKCB_07578	CDS	276				hypothetical protein
LONINKCB_07579	CDS	198				hypothetical protein
LONINKCB_07580	CDS	303				hypothetical protein
LONINKCB_07581	CDS	204				hypothetical protein
LONINKCB_07582	CDS	186				hypothetical protein
LONINKCB_07583	CDS	348				hypothetical protein
LONINKCB_07584	CDS	909				hypothetical protein
LONINKCB_07585	CDS	1629				hypothetical protein
LONINKCB_07586	CDS	276				hypothetical protein
LONINKCB_07587	CDS	258				hypothetical protein
LONINKCB_07588	CDS	246				hypothetical protein
LONINKCB_07589	CDS	189				hypothetical protein
LONINKCB_07590	CDS	180				hypothetical protein
LONINKCB_07591	CDS	222				hypothetical protein
LONINKCB_07592	CDS	198				hypothetical protein
LONINKCB_07593	CDS	276				hypothetical protein
LONINKCB_07594	CDS	192				hypothetical protein
LONINKCB_07595	CDS	192				hypothetical protein
LONINKCB_07596	CDS	210				hypothetical protein
LONINKCB_07597	CDS	258				hypothetical protein
LONINKCB_07598	CDS	213				hypothetical protein
LONINKCB_07599	CDS	195				hypothetical protein
LONINKCB_07600	CDS	183				hypothetical protein
LONINKCB_07601	CDS	240				hypothetical protein
LONINKCB_07602	CDS	213				hypothetical protein
LONINKCB_07603	CDS	327				hypothetical protein
LONINKCB_07604	CDS	321				hypothetical protein
LONINKCB_07605	CDS	207				hypothetical protein
LONINKCB_07606	CDS	201				hypothetical protein
LONINKCB_07607	CDS	381				hypothetical protein
LONINKCB_07608	CDS	192				hypothetical protein
LONINKCB_07609	CDS	300				hypothetical protein
LONINKCB_07610	CDS	294				hypothetical protein
LONINKCB_07611	CDS	549				hypothetical protein
LONINKCB_07612	CDS	162				hypothetical protein
LONINKCB_07613	CDS	435				hypothetical protein
LONINKCB_07614	CDS	156				hypothetical protein
LONINKCB_07615	CDS	282				hypothetical protein
LONINKCB_07616	CDS	306				hypothetical protein
LONINKCB_07617	CDS	210				hypothetical protein
LONINKCB_07618	CDS	213				hypothetical protein
LONINKCB_07619	CDS	225				hypothetical protein
LONINKCB_07620	CDS	291				hypothetical protein
LONINKCB_07621	CDS	264				hypothetical protein
LONINKCB_07622	CDS	180				hypothetical protein
LONINKCB_07623	CDS	207				hypothetical protein
LONINKCB_07624	CDS	201				hypothetical protein
LONINKCB_07625	CDS	450	hlyE			Hemolysin E, chromosomal
LONINKCB_07626	CDS	318				hypothetical protein
LONINKCB_07627	CDS	168				hypothetical protein
LONINKCB_07628	CDS	180				hypothetical protein
LONINKCB_07629	CDS	219				hypothetical protein
LONINKCB_07630	CDS	210				hypothetical protein
LONINKCB_07631	CDS	273				hypothetical protein
LONINKCB_07632	CDS	282				hypothetical protein
LONINKCB_07633	CDS	591				hypothetical protein
LONINKCB_07634	CDS	201				hypothetical protein
LONINKCB_07635	CDS	270				hypothetical protein
LONINKCB_07636	CDS	228				hypothetical protein
LONINKCB_07637	CDS	282				hypothetical protein
LONINKCB_07638	CDS	192				hypothetical protein
LONINKCB_07639	CDS	285				hypothetical protein
LONINKCB_07640	CDS	180				hypothetical protein
LONINKCB_07641	CDS	285				hypothetical protein
LONINKCB_07642	CDS	669				hypothetical protein
LONINKCB_07643	CDS	297				hypothetical protein
LONINKCB_07644	CDS	285				hypothetical protein
LONINKCB_07645	CDS	570				hypothetical protein
LONINKCB_07646	CDS	354				hypothetical protein
LONINKCB_07647	CDS	243				hypothetical protein
LONINKCB_07648	CDS	255				hypothetical protein
LONINKCB_07649	CDS	249				hypothetical protein
LONINKCB_07650	CDS	192				hypothetical protein
LONINKCB_07651	CDS	174				hypothetical protein
LONINKCB_07652	CDS	222				hypothetical protein
LONINKCB_07653	CDS	234				hypothetical protein
LONINKCB_07654	CDS	177				hypothetical protein
LONINKCB_07655	CDS	570				hypothetical protein
LONINKCB_07656	CDS	231				hypothetical protein
LONINKCB_07657	CDS	216				hypothetical protein
LONINKCB_07658	CDS	288				hypothetical protein
LONINKCB_07659	CDS	225				hypothetical protein
LONINKCB_07660	CDS	180				hypothetical protein
LONINKCB_07661	CDS	372				hypothetical protein
LONINKCB_07662	CDS	189				hypothetical protein
LONINKCB_07663	CDS	258				hypothetical protein
LONINKCB_07664	CDS	183				hypothetical protein
LONINKCB_07665	CDS	216				hypothetical protein
LONINKCB_07666	CDS	255				hypothetical protein
LONINKCB_07667	CDS	204				hypothetical protein
LONINKCB_07668	CDS	177				hypothetical protein
LONINKCB_07669	CDS	195				hypothetical protein
LONINKCB_07670	CDS	255				hypothetical protein
LONINKCB_07671	CDS	198				hypothetical protein
LONINKCB_07672	CDS	189				hypothetical protein
LONINKCB_07673	CDS	309				hypothetical protein
LONINKCB_07674	CDS	204				hypothetical protein
LONINKCB_07675	CDS	213				hypothetical protein
LONINKCB_07676	CDS	198				hypothetical protein
LONINKCB_07677	CDS	297				hypothetical protein
LONINKCB_07678	CDS	249				hypothetical protein
LONINKCB_07679	CDS	234				hypothetical protein
LONINKCB_07680	CDS	264				hypothetical protein
LONINKCB_07681	CDS	198				hypothetical protein
LONINKCB_07682	CDS	351				hypothetical protein
LONINKCB_07683	CDS	294				hypothetical protein
LONINKCB_07684	CDS	207				hypothetical protein
LONINKCB_07685	CDS	219				hypothetical protein
LONINKCB_07686	CDS	171				hypothetical protein
LONINKCB_07687	CDS	234				hypothetical protein
LONINKCB_07688	CDS	210				hypothetical protein
LONINKCB_07689	CDS	300				hypothetical protein
LONINKCB_07690	CDS	204				hypothetical protein
LONINKCB_07691	CDS	273				hypothetical protein
LONINKCB_07692	CDS	183				hypothetical protein
LONINKCB_07693	CDS	267				hypothetical protein
LONINKCB_07694	CDS	279				hypothetical protein
LONINKCB_07695	CDS	252				hypothetical protein
LONINKCB_07696	CDS	189				hypothetical protein
LONINKCB_07697	CDS	207				hypothetical protein
LONINKCB_07698	CDS	357				hypothetical protein
LONINKCB_07699	CDS	177				hypothetical protein
LONINKCB_07700	CDS	213				hypothetical protein
LONINKCB_07701	CDS	207				hypothetical protein
LONINKCB_07702	CDS	177				hypothetical protein
LONINKCB_07703	CDS	225				hypothetical protein
LONINKCB_07704	CDS	243				hypothetical protein
LONINKCB_07705	CDS	252				hypothetical protein
LONINKCB_07706	CDS	219				hypothetical protein
LONINKCB_07707	CDS	1017				hypothetical protein
LONINKCB_07708	CDS	252				hypothetical protein
LONINKCB_07709	CDS	222				hypothetical protein
LONINKCB_07710	CDS	171				hypothetical protein
LONINKCB_07711	CDS	192				hypothetical protein
LONINKCB_07712	CDS	174				hypothetical protein
LONINKCB_07713	CDS	201				hypothetical protein
LONINKCB_07714	CDS	225				hypothetical protein
LONINKCB_07715	CDS	204				hypothetical protein
LONINKCB_07716	CDS	1404				hypothetical protein
LONINKCB_07717	CDS	330				hypothetical protein
LONINKCB_07718	CDS	240				hypothetical protein
LONINKCB_07719	CDS	303				hypothetical protein
LONINKCB_07720	CDS	327				hypothetical protein
LONINKCB_07721	CDS	318				hypothetical protein
LONINKCB_07722	CDS	639				hypothetical protein
LONINKCB_07723	CDS	426				hypothetical protein
LONINKCB_07724	CDS	198				hypothetical protein
LONINKCB_07725	CDS	303				hypothetical protein
LONINKCB_07726	CDS	306				hypothetical protein
LONINKCB_07727	CDS	276				hypothetical protein
LONINKCB_07728	CDS	162				hypothetical protein
LONINKCB_07729	CDS	147				hypothetical protein
LONINKCB_07730	CDS	243				hypothetical protein
LONINKCB_07731	CDS	180				hypothetical protein
LONINKCB_07732	CDS	201				hypothetical protein
LONINKCB_07733	CDS	279				hypothetical protein
LONINKCB_07734	CDS	204				hypothetical protein
LONINKCB_07735	CDS	231				hypothetical protein
LONINKCB_07736	CDS	549				hypothetical protein
LONINKCB_07737	CDS	237				hypothetical protein
LONINKCB_07738	CDS	216				hypothetical protein
LONINKCB_07739	CDS	504				hypothetical protein
LONINKCB_07740	CDS	222				hypothetical protein
LONINKCB_07741	CDS	288				hypothetical protein
LONINKCB_07742	CDS	234				hypothetical protein
LONINKCB_07743	CDS	246				hypothetical protein
LONINKCB_07744	CDS	225				hypothetical protein
LONINKCB_07745	CDS	327				hypothetical protein
LONINKCB_07746	CDS	243				hypothetical protein
LONINKCB_07747	CDS	246				hypothetical protein
LONINKCB_07748	CDS	177				hypothetical protein
LONINKCB_07749	CDS	222				hypothetical protein
LONINKCB_07750	CDS	264				hypothetical protein
LONINKCB_07751	CDS	252				hypothetical protein
LONINKCB_07752	CDS	279				hypothetical protein
LONINKCB_07753	CDS	228				hypothetical protein
LONINKCB_07754	CDS	240				hypothetical protein
LONINKCB_07755	CDS	222				hypothetical protein
LONINKCB_07756	CDS	234				hypothetical protein
LONINKCB_07757	CDS	177				hypothetical protein
LONINKCB_07758	CDS	198				hypothetical protein
LONINKCB_07759	CDS	1341		3.2.1.131	COG3661	Extracellular xylan exo-alpha-(1->2)-glucuronosidase
LONINKCB_07760	CDS	513		3.2.1.131	COG3661	Extracellular xylan exo-alpha-(1->2)-glucuronosidase
LONINKCB_07761	CDS	354		3.2.1.131	COG3661	Extracellular xylan exo-alpha-(1->2)-glucuronosidase
LONINKCB_07762	CDS	225				hypothetical protein
LONINKCB_07763	CDS	192				hypothetical protein
LONINKCB_07764	CDS	171				hypothetical protein
LONINKCB_07765	CDS	183				hypothetical protein
LONINKCB_07766	CDS	381				hypothetical protein
LONINKCB_07767	CDS	258				hypothetical protein
LONINKCB_07768	CDS	240				hypothetical protein
LONINKCB_07769	CDS	186				hypothetical protein
LONINKCB_07770	CDS	264				hypothetical protein
LONINKCB_07771	CDS	195				hypothetical protein
LONINKCB_07772	CDS	195				hypothetical protein
LONINKCB_07773	CDS	339				hypothetical protein
LONINKCB_07774	CDS	453				hypothetical protein
LONINKCB_07775	CDS	198				hypothetical protein
LONINKCB_07776	CDS	480				hypothetical protein
LONINKCB_07777	CDS	246				hypothetical protein
LONINKCB_07778	CDS	174				hypothetical protein
LONINKCB_07779	CDS	225				hypothetical protein
LONINKCB_07780	CDS	192				hypothetical protein
LONINKCB_07781	CDS	228				hypothetical protein
LONINKCB_07782	CDS	417				hypothetical protein
LONINKCB_07783	CDS	291				hypothetical protein
LONINKCB_07784	CDS	189				hypothetical protein
LONINKCB_07785	CDS	309				hypothetical protein
LONINKCB_07786	CDS	273				hypothetical protein
LONINKCB_07787	CDS	327				hypothetical protein
LONINKCB_07788	CDS	423				hypothetical protein
LONINKCB_07789	CDS	261				hypothetical protein
LONINKCB_07790	CDS	198				hypothetical protein
LONINKCB_07791	CDS	216				hypothetical protein
LONINKCB_07792	CDS	783				hypothetical protein
LONINKCB_07793	CDS	264				hypothetical protein
LONINKCB_07794	CDS	399				hypothetical protein
LONINKCB_07795	CDS	186				hypothetical protein
LONINKCB_07796	CDS	234				hypothetical protein
LONINKCB_07797	CDS	216				hypothetical protein
LONINKCB_07798	CDS	252				hypothetical protein
LONINKCB_07799	CDS	672				hypothetical protein
LONINKCB_07800	CDS	912				hypothetical protein
LONINKCB_07801	CDS	381				hypothetical protein
LONINKCB_07802	CDS	186				hypothetical protein
LONINKCB_07803	CDS	243				hypothetical protein
LONINKCB_07804	CDS	258				hypothetical protein
LONINKCB_07805	CDS	240				hypothetical protein
LONINKCB_07806	CDS	327				hypothetical protein
LONINKCB_07807	CDS	216				hypothetical protein
LONINKCB_07808	CDS	270				hypothetical protein
LONINKCB_07809	CDS	204				hypothetical protein
LONINKCB_07810	CDS	183				hypothetical protein
LONINKCB_07811	CDS	237				hypothetical protein
LONINKCB_07812	CDS	207				hypothetical protein
LONINKCB_07813	CDS	186				hypothetical protein
LONINKCB_07814	CDS	180				hypothetical protein
LONINKCB_07815	CDS	216				hypothetical protein
LONINKCB_07816	CDS	165				hypothetical protein
LONINKCB_07817	CDS	237				hypothetical protein
LONINKCB_07818	CDS	189				hypothetical protein
LONINKCB_07819	CDS	255				hypothetical protein
LONINKCB_07820	CDS	345				hypothetical protein
LONINKCB_07821	CDS	213				hypothetical protein
LONINKCB_07822	CDS	216				hypothetical protein
LONINKCB_07823	CDS	510				hypothetical protein
LONINKCB_07824	CDS	345				hypothetical protein
LONINKCB_07825	CDS	237				hypothetical protein
LONINKCB_07826	CDS	507				hypothetical protein
LONINKCB_07827	CDS	243				hypothetical protein
LONINKCB_07828	CDS	216				hypothetical protein
LONINKCB_07829	CDS	264				hypothetical protein
LONINKCB_07830	CDS	225				hypothetical protein
LONINKCB_07831	CDS	378				hypothetical protein
LONINKCB_07832	CDS	207				hypothetical protein
LONINKCB_07833	CDS	222				hypothetical protein
LONINKCB_07834	CDS	249				hypothetical protein
LONINKCB_07835	CDS	294				hypothetical protein
LONINKCB_07836	CDS	234				hypothetical protein
LONINKCB_07837	CDS	183				hypothetical protein
LONINKCB_07838	CDS	156				hypothetical protein
LONINKCB_07839	CDS	201				hypothetical protein
LONINKCB_07840	CDS	225				hypothetical protein
LONINKCB_07841	CDS	174				hypothetical protein
LONINKCB_07842	CDS	258				hypothetical protein
LONINKCB_07843	CDS	192				hypothetical protein
LONINKCB_07844	CDS	153				hypothetical protein
LONINKCB_07845	CDS	330				hypothetical protein
LONINKCB_07846	CDS	264				hypothetical protein
LONINKCB_07847	CDS	189				hypothetical protein
LONINKCB_07848	CDS	300				hypothetical protein
LONINKCB_07849	CDS	396				hypothetical protein
LONINKCB_07850	CDS	180				hypothetical protein
LONINKCB_07851	CDS	177				hypothetical protein
LONINKCB_07852	CDS	222				hypothetical protein
LONINKCB_07853	CDS	234				hypothetical protein
LONINKCB_07854	CDS	309				hypothetical protein
LONINKCB_07855	CDS	297				hypothetical protein
LONINKCB_07856	CDS	246				hypothetical protein
LONINKCB_07857	CDS	489				hypothetical protein
LONINKCB_07858	CDS	351				hypothetical protein
LONINKCB_07859	CDS	234				hypothetical protein
LONINKCB_07860	CDS	411				hypothetical protein
LONINKCB_07861	CDS	195				hypothetical protein
LONINKCB_07862	CDS	207				hypothetical protein
LONINKCB_07863	CDS	279				hypothetical protein
LONINKCB_07864	CDS	225				hypothetical protein
LONINKCB_07865	CDS	291				hypothetical protein
LONINKCB_07866	CDS	639				hypothetical protein
LONINKCB_07867	CDS	279				hypothetical protein
LONINKCB_07868	CDS	225				hypothetical protein
LONINKCB_07869	CDS	165				hypothetical protein
LONINKCB_07870	CDS	261				hypothetical protein
LONINKCB_07871	CDS	516				hypothetical protein
LONINKCB_07872	CDS	381				hypothetical protein
LONINKCB_07873	CDS	321				hypothetical protein
LONINKCB_07874	CDS	441				hypothetical protein
LONINKCB_07875	CDS	174				hypothetical protein
LONINKCB_07876	CDS	213				hypothetical protein
LONINKCB_07877	CDS	234				hypothetical protein
LONINKCB_07878	CDS	135				hypothetical protein
LONINKCB_07879	CDS	255				hypothetical protein
LONINKCB_07880	CDS	690				hypothetical protein
LONINKCB_07881	CDS	303				hypothetical protein
LONINKCB_07882	CDS	273				hypothetical protein
LONINKCB_07883	CDS	360				hypothetical protein
LONINKCB_07884	CDS	450				hypothetical protein
LONINKCB_07885	CDS	264				hypothetical protein
LONINKCB_07886	CDS	198				hypothetical protein
LONINKCB_07887	CDS	198				hypothetical protein
LONINKCB_07888	CDS	219				hypothetical protein
LONINKCB_07889	CDS	225				hypothetical protein
LONINKCB_07890	CDS	153				hypothetical protein
LONINKCB_07891	CDS	183				hypothetical protein
LONINKCB_07892	CDS	411				hypothetical protein
LONINKCB_07893	CDS	216				hypothetical protein
LONINKCB_07894	CDS	303				hypothetical protein
LONINKCB_07895	CDS	198				hypothetical protein
LONINKCB_07896	CDS	303				hypothetical protein
LONINKCB_07897	CDS	198				hypothetical protein
LONINKCB_07898	CDS	222				hypothetical protein
LONINKCB_07899	CDS	339				hypothetical protein
LONINKCB_07900	CDS	303				hypothetical protein
LONINKCB_07901	CDS	618				hypothetical protein
LONINKCB_07902	CDS	504	drrA_1	3.6.3.-	COG1131	Doxorubicin resistance ATP-binding protein DrrA
LONINKCB_07903	CDS	291	drrA_2	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
LONINKCB_07904	CDS	366				hypothetical protein
LONINKCB_07905	CDS	315				hypothetical protein
LONINKCB_07906	CDS	369				hypothetical protein
LONINKCB_07907	CDS	588				hypothetical protein
LONINKCB_07908	CDS	288				hypothetical protein
LONINKCB_07909	CDS	303				hypothetical protein
LONINKCB_07910	CDS	303				hypothetical protein
LONINKCB_07911	CDS	162				hypothetical protein
LONINKCB_07912	CDS	273				hypothetical protein
LONINKCB_07913	CDS	243				hypothetical protein
LONINKCB_07914	CDS	150				hypothetical protein
LONINKCB_07915	CDS	204				hypothetical protein
LONINKCB_07916	CDS	255				hypothetical protein
LONINKCB_07917	CDS	258				hypothetical protein
LONINKCB_07918	CDS	234				hypothetical protein
LONINKCB_07919	CDS	195				hypothetical protein
LONINKCB_07920	CDS	153				hypothetical protein
LONINKCB_07921	CDS	438				hypothetical protein
LONINKCB_07922	CDS	213				hypothetical protein
LONINKCB_07923	CDS	228				hypothetical protein
LONINKCB_07924	CDS	210				hypothetical protein
LONINKCB_07925	CDS	210				hypothetical protein
LONINKCB_07926	CDS	267				hypothetical protein
LONINKCB_07927	CDS	213				hypothetical protein
LONINKCB_07928	CDS	480				hypothetical protein
LONINKCB_07929	CDS	270				hypothetical protein
LONINKCB_07930	CDS	441				hypothetical protein
LONINKCB_07931	CDS	387				hypothetical protein
LONINKCB_07932	CDS	177				hypothetical protein
LONINKCB_07933	CDS	237				hypothetical protein
LONINKCB_07934	CDS	255				hypothetical protein
LONINKCB_07935	CDS	228				hypothetical protein
LONINKCB_07936	CDS	294				hypothetical protein
LONINKCB_07937	CDS	234				hypothetical protein
LONINKCB_07938	CDS	207				hypothetical protein
LONINKCB_07939	CDS	465				hypothetical protein
LONINKCB_07940	CDS	168				hypothetical protein
LONINKCB_07941	CDS	171				hypothetical protein
LONINKCB_07942	CDS	192				hypothetical protein
LONINKCB_07943	CDS	186				hypothetical protein
LONINKCB_07944	CDS	207				hypothetical protein
LONINKCB_07945	CDS	300				hypothetical protein
LONINKCB_07946	CDS	408				hypothetical protein
LONINKCB_07947	CDS	168				hypothetical protein
LONINKCB_07948	CDS	276				hypothetical protein
LONINKCB_07949	CDS	258				hypothetical protein
LONINKCB_07950	CDS	204				hypothetical protein
LONINKCB_07951	CDS	345				hypothetical protein
LONINKCB_07952	CDS	189				hypothetical protein
LONINKCB_07953	CDS	270				hypothetical protein
LONINKCB_07954	CDS	246				hypothetical protein
LONINKCB_07955	CDS	204				hypothetical protein
LONINKCB_07956	CDS	297				hypothetical protein
LONINKCB_07957	CDS	159				hypothetical protein
LONINKCB_07958	CDS	1353				hypothetical protein
LONINKCB_07959	CDS	384				hypothetical protein
LONINKCB_07960	CDS	789				hypothetical protein
LONINKCB_07961	CDS	222				hypothetical protein
LONINKCB_07962	CDS	477				hypothetical protein
LONINKCB_07963	CDS	165				hypothetical protein
LONINKCB_07964	CDS	315				hypothetical protein
LONINKCB_07965	CDS	264				hypothetical protein
LONINKCB_07966	CDS	201				hypothetical protein
LONINKCB_07967	CDS	171				hypothetical protein
LONINKCB_07968	CDS	264				hypothetical protein
LONINKCB_07969	CDS	213				hypothetical protein
LONINKCB_07970	CDS	225				hypothetical protein
LONINKCB_07971	CDS	216				hypothetical protein
LONINKCB_07972	CDS	174				hypothetical protein
LONINKCB_07973	CDS	198				hypothetical protein
LONINKCB_07974	CDS	192				hypothetical protein
LONINKCB_07975	CDS	189				hypothetical protein
LONINKCB_07976	CDS	252				hypothetical protein
LONINKCB_07977	CDS	294				hypothetical protein
LONINKCB_07978	CDS	198				hypothetical protein
LONINKCB_07979	CDS	207				hypothetical protein
LONINKCB_07980	CDS	237				hypothetical protein
LONINKCB_07981	CDS	159				hypothetical protein
LONINKCB_07982	CDS	255				hypothetical protein
LONINKCB_07983	CDS	162				hypothetical protein
LONINKCB_07984	CDS	279				hypothetical protein
LONINKCB_07985	CDS	258				hypothetical protein
LONINKCB_07986	CDS	348				hypothetical protein
LONINKCB_07987	CDS	183				hypothetical protein
LONINKCB_07988	CDS	258				hypothetical protein
LONINKCB_07989	CDS	264				hypothetical protein
LONINKCB_07990	CDS	219				hypothetical protein
LONINKCB_07991	CDS	216				hypothetical protein
LONINKCB_07992	CDS	252				hypothetical protein
LONINKCB_07993	CDS	198				hypothetical protein
LONINKCB_07994	CDS	195				hypothetical protein
LONINKCB_07995	CDS	201				hypothetical protein
LONINKCB_07996	CDS	228				hypothetical protein
LONINKCB_07997	CDS	444				hypothetical protein
LONINKCB_07998	CDS	216				hypothetical protein
LONINKCB_07999	CDS	150				hypothetical protein
LONINKCB_08000	CDS	162				hypothetical protein
LONINKCB_08001	CDS	231				hypothetical protein
LONINKCB_08002	CDS	228				hypothetical protein
LONINKCB_08003	CDS	303				hypothetical protein
LONINKCB_08004	CDS	189				hypothetical protein
LONINKCB_08005	CDS	246				hypothetical protein
LONINKCB_08006	CDS	189				hypothetical protein
LONINKCB_08007	CDS	324				hypothetical protein
LONINKCB_08008	CDS	204				hypothetical protein
LONINKCB_08009	CDS	309				hypothetical protein
LONINKCB_08010	CDS	168				hypothetical protein
LONINKCB_08011	CDS	324				hypothetical protein
LONINKCB_08012	CDS	171				hypothetical protein
LONINKCB_08013	CDS	345				hypothetical protein
LONINKCB_08014	CDS	306				hypothetical protein
LONINKCB_08015	CDS	210				hypothetical protein
LONINKCB_08016	CDS	345				hypothetical protein
LONINKCB_08017	CDS	471				hypothetical protein
LONINKCB_08018	CDS	204				hypothetical protein
LONINKCB_08019	CDS	180				hypothetical protein
LONINKCB_08020	CDS	282				hypothetical protein
LONINKCB_08021	CDS	471				hypothetical protein
LONINKCB_08022	CDS	213				hypothetical protein
LONINKCB_08023	CDS	252				hypothetical protein
LONINKCB_08024	CDS	660				hypothetical protein
LONINKCB_08025	CDS	468				hypothetical protein
LONINKCB_08026	CDS	180				hypothetical protein
LONINKCB_08027	CDS	306				hypothetical protein
LONINKCB_08028	CDS	216				hypothetical protein
LONINKCB_08029	CDS	522				hypothetical protein
LONINKCB_08030	CDS	456				hypothetical protein
LONINKCB_08031	CDS	216				hypothetical protein
LONINKCB_08032	CDS	351				hypothetical protein
LONINKCB_08033	CDS	453				hypothetical protein
LONINKCB_08034	CDS	204				hypothetical protein
LONINKCB_08035	CDS	345				hypothetical protein
LONINKCB_08036	CDS	417				hypothetical protein
LONINKCB_08037	CDS	261				hypothetical protein
LONINKCB_08038	CDS	213				hypothetical protein
LONINKCB_08039	CDS	207				hypothetical protein
LONINKCB_08040	CDS	216				hypothetical protein
LONINKCB_08041	CDS	705				hypothetical protein
LONINKCB_08042	CDS	156				hypothetical protein
LONINKCB_08043	CDS	183				hypothetical protein
LONINKCB_08044	CDS	216				hypothetical protein
LONINKCB_08045	CDS	189				hypothetical protein
LONINKCB_08046	CDS	336				hypothetical protein
LONINKCB_08047	CDS	258				hypothetical protein
LONINKCB_08048	CDS	213				hypothetical protein
LONINKCB_08049	CDS	216				hypothetical protein
LONINKCB_08050	CDS	300				hypothetical protein
LONINKCB_08051	CDS	297				hypothetical protein
LONINKCB_08052	CDS	225				hypothetical protein
LONINKCB_08053	CDS	687				hypothetical protein
LONINKCB_08054	CDS	192				hypothetical protein
LONINKCB_08055	CDS	378				hypothetical protein
LONINKCB_08056	CDS	357				hypothetical protein
LONINKCB_08057	CDS	294				hypothetical protein
LONINKCB_08058	CDS	387				hypothetical protein
LONINKCB_08059	CDS	426				hypothetical protein
LONINKCB_08060	CDS	639				hypothetical protein
LONINKCB_08061	CDS	321				hypothetical protein
LONINKCB_08062	CDS	192				hypothetical protein
LONINKCB_08063	CDS	378				hypothetical protein
LONINKCB_08064	CDS	240				hypothetical protein
LONINKCB_08065	CDS	267				hypothetical protein
LONINKCB_08066	CDS	210				hypothetical protein
LONINKCB_08067	CDS	237				hypothetical protein
LONINKCB_08068	CDS	186				hypothetical protein
LONINKCB_08069	CDS	273				hypothetical protein
LONINKCB_08070	CDS	216				hypothetical protein
LONINKCB_08071	CDS	162				hypothetical protein
LONINKCB_08072	CDS	237				hypothetical protein
LONINKCB_08073	CDS	222				hypothetical protein
LONINKCB_08074	CDS	279				hypothetical protein
LONINKCB_08075	CDS	570				hypothetical protein
LONINKCB_08076	CDS	402				hypothetical protein
LONINKCB_08077	CDS	405				hypothetical protein
LONINKCB_08078	CDS	1077				hypothetical protein
LONINKCB_08079	CDS	225				hypothetical protein
LONINKCB_08080	CDS	318				hypothetical protein
LONINKCB_08081	CDS	333				hypothetical protein
LONINKCB_08082	CDS	327				hypothetical protein
LONINKCB_08083	CDS	309				hypothetical protein
LONINKCB_08084	CDS	246				hypothetical protein
LONINKCB_08085	CDS	276				hypothetical protein
LONINKCB_08086	CDS	213				hypothetical protein
LONINKCB_08087	CDS	255				hypothetical protein
LONINKCB_08088	CDS	210				hypothetical protein
LONINKCB_08089	CDS	219				hypothetical protein
LONINKCB_08090	CDS	270				hypothetical protein
LONINKCB_08091	CDS	231				hypothetical protein
LONINKCB_08092	CDS	162				hypothetical protein
LONINKCB_08093	CDS	249				hypothetical protein
LONINKCB_08094	CDS	174				hypothetical protein
LONINKCB_08095	CDS	162				hypothetical protein
LONINKCB_08096	CDS	315				hypothetical protein
LONINKCB_08097	CDS	255				hypothetical protein
LONINKCB_08098	CDS	210				hypothetical protein
LONINKCB_08099	CDS	495				hypothetical protein
LONINKCB_08100	CDS	189				hypothetical protein
LONINKCB_08101	CDS	180				hypothetical protein
LONINKCB_08102	CDS	288				hypothetical protein
LONINKCB_08103	CDS	402				hypothetical protein
LONINKCB_08104	CDS	531				hypothetical protein
LONINKCB_08105	CDS	360				hypothetical protein
LONINKCB_08106	CDS	264				hypothetical protein
LONINKCB_08107	CDS	189				hypothetical protein
LONINKCB_08108	CDS	270				hypothetical protein
LONINKCB_08109	CDS	198				hypothetical protein
LONINKCB_08110	CDS	177				hypothetical protein
LONINKCB_08111	CDS	513				hypothetical protein
LONINKCB_08112	CDS	1491				hypothetical protein
LONINKCB_08113	CDS	840				hypothetical protein
LONINKCB_08114	CDS	165				hypothetical protein
LONINKCB_08115	CDS	231				hypothetical protein
LONINKCB_08116	CDS	222				hypothetical protein
LONINKCB_08117	CDS	351				hypothetical protein
LONINKCB_08118	CDS	192				hypothetical protein
LONINKCB_08119	CDS	165				hypothetical protein
LONINKCB_08120	CDS	210				hypothetical protein
LONINKCB_08121	CDS	171				hypothetical protein
LONINKCB_08122	CDS	264				hypothetical protein
LONINKCB_08123	CDS	336				hypothetical protein
LONINKCB_08124	CDS	186				hypothetical protein
LONINKCB_08125	CDS	210				hypothetical protein
LONINKCB_08126	CDS	240				hypothetical protein
LONINKCB_08127	CDS	261				hypothetical protein
LONINKCB_08128	CDS	231				hypothetical protein
LONINKCB_08129	CDS	162				hypothetical protein
LONINKCB_08130	CDS	177				hypothetical protein
LONINKCB_08131	CDS	267				hypothetical protein
LONINKCB_08132	CDS	285				hypothetical protein
