locus_tag	ftype	length_bp	gene	EC_number	COG	product
GBPCPCFC_01657	gene	258	acpP			
GBPCPCFC_01658	CDS	1260	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GBPCPCFC_01658	gene	1260	fabF			
GBPCPCFC_01659	CDS	2292	yrrB_3			TPR repeat-containing protein YrrB
GBPCPCFC_01659	gene	2292	yrrB_3			
GBPCPCFC_01660	CDS	1233				hypothetical protein
GBPCPCFC_01660	gene	1233				
GBPCPCFC_01661	CDS	1854	uup		COG0488	ABC transporter ATP-binding protein uup
GBPCPCFC_01661	gene	1854	uup			
GBPCPCFC_01662	CDS	888	recG_1	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
GBPCPCFC_01662	gene	888	recG_1			
GBPCPCFC_01663	CDS	1116	recG_2	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
GBPCPCFC_01663	gene	1116	recG_2			
GBPCPCFC_01664	CDS	306				hypothetical protein
GBPCPCFC_01664	gene	306				
GBPCPCFC_01665	CDS	567	rnd_1	3.1.13.5	COG0349	Ribonuclease D
GBPCPCFC_01665	gene	567	rnd_1			
GBPCPCFC_01666	CDS	1230				hypothetical protein
GBPCPCFC_01666	gene	1230				
GBPCPCFC_01667	CDS	1761	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
GBPCPCFC_01667	gene	1761	recJ			
GBPCPCFC_01668	CDS	429				hypothetical protein
GBPCPCFC_01668	gene	429				
GBPCPCFC_01669	CDS	381				hypothetical protein
GBPCPCFC_01669	gene	381				
GBPCPCFC_01670	CDS	1614				hypothetical protein
GBPCPCFC_01670	gene	1614				
GBPCPCFC_01671	CDS	327				hypothetical protein
GBPCPCFC_01671	gene	327				
GBPCPCFC_01672	CDS	348				hypothetical protein
GBPCPCFC_01672	gene	348				
GBPCPCFC_01673	CDS	2511	traC			Protein TraC
GBPCPCFC_01673	gene	2511	traC			
GBPCPCFC_01674	CDS	249				hypothetical protein
GBPCPCFC_01674	gene	249				
GBPCPCFC_01675	CDS	1488				hypothetical protein
GBPCPCFC_01675	gene	1488				
GBPCPCFC_01676	CDS	375				hypothetical protein
GBPCPCFC_01676	gene	375				
GBPCPCFC_01677	CDS	435				hypothetical protein
GBPCPCFC_01677	gene	435				
GBPCPCFC_01678	CDS	495				hypothetical protein
GBPCPCFC_01678	gene	495				
GBPCPCFC_01679	CDS	1293				hypothetical protein
GBPCPCFC_01679	gene	1293				
GBPCPCFC_01680	CDS	312				hypothetical protein
GBPCPCFC_01680	gene	312				
GBPCPCFC_01681	CDS	735				hypothetical protein
GBPCPCFC_01681	gene	735				
GBPCPCFC_01682	CDS	267				hypothetical protein
GBPCPCFC_01682	gene	267				
GBPCPCFC_01683	CDS	195				hypothetical protein
GBPCPCFC_01683	gene	195				
GBPCPCFC_01684	CDS	438				hypothetical protein
GBPCPCFC_01684	gene	438				
GBPCPCFC_01685	CDS	366				hypothetical protein
GBPCPCFC_01685	gene	366				
GBPCPCFC_01686	tRNA	75				tRNA-Ala(tgc)
GBPCPCFC_01686	gene	75				
GBPCPCFC_01687	CDS	204				hypothetical protein
GBPCPCFC_01687	gene	204				
GBPCPCFC_01688	CDS	165				hypothetical protein
GBPCPCFC_01688	gene	165				
GBPCPCFC_01689	CDS	600				hypothetical protein
GBPCPCFC_01689	gene	600				
GBPCPCFC_01690	tRNA	88				tRNA-Ser(gga)
GBPCPCFC_01690	gene	88				
GBPCPCFC_01691	CDS	657	nth	4.2.99.18	COG0177	Endonuclease III
GBPCPCFC_01691	gene	657	nth			
GBPCPCFC_01692	CDS	339	grxD		COG0278	Glutaredoxin 4
GBPCPCFC_01692	gene	339	grxD			
GBPCPCFC_01693	CDS	381				hypothetical protein
GBPCPCFC_01693	gene	381				
GBPCPCFC_01694	CDS	285				hypothetical protein
GBPCPCFC_01694	gene	285				
GBPCPCFC_01695	CDS	447				hypothetical protein
GBPCPCFC_01695	gene	447				
GBPCPCFC_01696	CDS	717	purF	2.4.2.14		Amidophosphoribosyltransferase
GBPCPCFC_01696	gene	717	purF			
GBPCPCFC_01697	CDS	831	def_2	3.5.1.88		Peptide deformylase
GBPCPCFC_01697	gene	831	def_2			
GBPCPCFC_01698	CDS	333	fdxA		COG1146	Ferredoxin-2
GBPCPCFC_01698	gene	333	fdxA			
GBPCPCFC_01699	CDS	702	ccmC		COG0755	Heme exporter protein C
GBPCPCFC_01699	gene	702	ccmC			
GBPCPCFC_01700	CDS	831	ssaB		COG0803	Manganese ABC transporter substrate-binding lipoprotein
GBPCPCFC_01700	gene	831	ssaB			
GBPCPCFC_01701	CDS	1242	cca	2.7.7.72		CCA-adding enzyme
GBPCPCFC_01701	gene	1242	cca			
GBPCPCFC_01702	CDS	825	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
GBPCPCFC_01702	gene	825	kdsA			
GBPCPCFC_01703	CDS	150				hypothetical protein
GBPCPCFC_01703	gene	150				
GBPCPCFC_01704	CDS	384				hypothetical protein
GBPCPCFC_01704	gene	384				
GBPCPCFC_01705	CDS	978	tnpA_5	3.1.-.-		Transposase for transposon Tn5
GBPCPCFC_01705	gene	978	tnpA_5			
GBPCPCFC_01706	CDS	381				hypothetical protein
GBPCPCFC_01706	gene	381				
GBPCPCFC_01707	CDS	834	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
GBPCPCFC_01707	gene	834	hemF			
GBPCPCFC_01708	CDS	1266	proP_7			Proline/betaine transporter
GBPCPCFC_01708	gene	1266	proP_7			
GBPCPCFC_01709	CDS	540				hypothetical protein
GBPCPCFC_01709	gene	540				
GBPCPCFC_01710	CDS	900	secF			Protein translocase subunit SecF
GBPCPCFC_01710	gene	900	secF			
GBPCPCFC_01711	CDS	237				hypothetical protein
GBPCPCFC_01711	gene	237				
GBPCPCFC_01712	CDS	921				hypothetical protein
GBPCPCFC_01712	gene	921				
GBPCPCFC_01713	CDS	1854	icaA	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
GBPCPCFC_01713	gene	1854	icaA			
GBPCPCFC_01714	CDS	879				hypothetical protein
GBPCPCFC_01714	gene	879				
GBPCPCFC_01715	CDS	1257				hypothetical protein
GBPCPCFC_01715	gene	1257				
GBPCPCFC_01716	CDS	1158	dnaN			Beta sliding clamp
GBPCPCFC_01716	gene	1158	dnaN			
GBPCPCFC_01717	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
GBPCPCFC_01717	gene	825	dapD			
GBPCPCFC_01718	CDS	699				hypothetical protein
GBPCPCFC_01718	gene	699				
GBPCPCFC_01719	CDS	504				hypothetical protein
GBPCPCFC_01719	gene	504				
GBPCPCFC_01720	CDS	603	recR		COG0353	Recombination protein RecR
GBPCPCFC_01720	gene	603	recR			
GBPCPCFC_01721	CDS	465				hypothetical protein
GBPCPCFC_01721	gene	465				
GBPCPCFC_01722	CDS	1194	luxQ	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
GBPCPCFC_01722	gene	1194	luxQ			
GBPCPCFC_01723	CDS	210	cspA		COG1278	Cold shock protein CspA
GBPCPCFC_01723	gene	210	cspA			
GBPCPCFC_01724	CDS	1230	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
GBPCPCFC_01724	gene	1230	cshA			
GBPCPCFC_01725	CDS	522	vanXB	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
GBPCPCFC_01725	gene	522	vanXB			
GBPCPCFC_01726	CDS	180	vanX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
GBPCPCFC_01726	gene	180	vanX			
GBPCPCFC_01727	CDS	846	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GBPCPCFC_01727	gene	846	rsmI			
GBPCPCFC_01728	CDS	1125	lpoA			Penicillin-binding protein activator LpoA
GBPCPCFC_01728	gene	1125	lpoA			
GBPCPCFC_01729	CDS	1011	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
GBPCPCFC_01729	gene	1011	dus			
GBPCPCFC_01730	CDS	996	apbC		COG0489	Iron-sulfur cluster carrier protein
GBPCPCFC_01730	gene	996	apbC			
GBPCPCFC_01731	CDS	1077	hflK		COG0330	Modulator of FtsH protease HflK
GBPCPCFC_01731	gene	1077	hflK			
GBPCPCFC_01732	CDS	861	hflC		COG0330	Modulator of FtsH protease HflC
GBPCPCFC_01732	gene	861	hflC			
GBPCPCFC_01733	CDS	1563	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
GBPCPCFC_01733	gene	1563	degP			
GBPCPCFC_01734	CDS	768				hypothetical protein
GBPCPCFC_01734	gene	768				
GBPCPCFC_01735	CDS	723	ctrA			Cell cycle response regulator CtrA
GBPCPCFC_01735	gene	723	ctrA			
GBPCPCFC_01736	CDS	453	secB		COG1952	Protein-export protein SecB
GBPCPCFC_01736	gene	453	secB			
GBPCPCFC_01737	CDS	567	dcd	3.5.4.13		dCTP deaminase
GBPCPCFC_01737	gene	567	dcd			
GBPCPCFC_01738	CDS	1311				hypothetical protein
GBPCPCFC_01738	gene	1311				
GBPCPCFC_01739	CDS	1326	tolB		COG0823	Protein TolB
GBPCPCFC_01739	gene	1326	tolB			
GBPCPCFC_01740	tRNA	76				tRNA-Thr(cgt)
GBPCPCFC_01740	gene	76				
GBPCPCFC_01741	CDS	1233	tyrS	6.1.1.1		Tyrosine--tRNA ligase
GBPCPCFC_01741	gene	1233	tyrS			
GBPCPCFC_01742	CDS	288				hypothetical protein
GBPCPCFC_01742	gene	288				
GBPCPCFC_01743	CDS	978	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
GBPCPCFC_01743	gene	978	acoB			
GBPCPCFC_01744	CDS	978	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
GBPCPCFC_01744	gene	978	acoA			
GBPCPCFC_01745	CDS	672	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
GBPCPCFC_01745	gene	672	rlpA			
GBPCPCFC_01746	CDS	585	osmY_2		COG2823	Osmotically-inducible protein Y
GBPCPCFC_01746	gene	585	osmY_2			
GBPCPCFC_01747	CDS	1209				hypothetical protein
GBPCPCFC_01747	gene	1209				
GBPCPCFC_01748	CDS	252				hypothetical protein
GBPCPCFC_01748	gene	252				
GBPCPCFC_01749	CDS	390				hypothetical protein
GBPCPCFC_01749	gene	390				
GBPCPCFC_01750	CDS	348				hypothetical protein
GBPCPCFC_01750	gene	348				
GBPCPCFC_01751	CDS	1797	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
GBPCPCFC_01751	gene	1797	pepE			
GBPCPCFC_01752	CDS	1365	proP_8			Proline/betaine transporter
GBPCPCFC_01752	gene	1365	proP_8			
GBPCPCFC_01753	CDS	1386	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
GBPCPCFC_01753	gene	1386	lpd			
GBPCPCFC_01754	CDS	804				hypothetical protein
GBPCPCFC_01754	gene	804				
GBPCPCFC_01755	CDS	3228	tnpA_6	3.1.-.-		Transposase for transposon Tn5
GBPCPCFC_01755	gene	3228	tnpA_6			
GBPCPCFC_01756	CDS	3915				hypothetical protein
GBPCPCFC_01756	gene	3915				
GBPCPCFC_01757	CDS	1563				hypothetical protein
GBPCPCFC_01757	gene	1563				
GBPCPCFC_01758	CDS	1293				hypothetical protein
GBPCPCFC_01758	gene	1293				
GBPCPCFC_01759	CDS	450				hypothetical protein
GBPCPCFC_01759	gene	450				
GBPCPCFC_01760	CDS	912				hypothetical protein
GBPCPCFC_01760	gene	912				
GBPCPCFC_01761	CDS	957				hypothetical protein
GBPCPCFC_01761	gene	957				
GBPCPCFC_01762	CDS	873	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
GBPCPCFC_01762	gene	873	glyQ			
GBPCPCFC_01763	CDS	627				hypothetical protein
GBPCPCFC_01763	gene	627				
GBPCPCFC_01764	CDS	1929				hypothetical protein
GBPCPCFC_01764	gene	1929				
GBPCPCFC_01765	CDS	1131				hypothetical protein
GBPCPCFC_01765	gene	1131				
GBPCPCFC_01766	CDS	333	fdxE		COG0633	Ferredoxin-6
GBPCPCFC_01766	gene	333	fdxE			
GBPCPCFC_01767	CDS	429	dksA		COG1734	RNA polymerase-binding transcription factor DksA
GBPCPCFC_01767	gene	429	dksA			
GBPCPCFC_01768	CDS	927	xerC		COG4973	Tyrosine recombinase XerC
GBPCPCFC_01768	gene	927	xerC			
GBPCPCFC_01769	CDS	1368	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
GBPCPCFC_01769	gene	1368	mnmE			
GBPCPCFC_01770	CDS	4806	gdh	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
GBPCPCFC_01770	gene	4806	gdh			
GBPCPCFC_01771	CDS	354				hypothetical protein
GBPCPCFC_01771	gene	354				
GBPCPCFC_01772	CDS	321				hypothetical protein
GBPCPCFC_01772	gene	321				
GBPCPCFC_01773	CDS	2241	ftsK		COG1674	DNA translocase FtsK
GBPCPCFC_01773	gene	2241	ftsK			
GBPCPCFC_01774	CDS	1542	pleC	2.7.13.3		Non-motile and phage-resistance protein
GBPCPCFC_01774	gene	1542	pleC			
GBPCPCFC_01775	CDS	3561	rapA	3.6.4.-		RNA polymerase-associated protein RapA
GBPCPCFC_01775	gene	3561	rapA			
GBPCPCFC_01776	CDS	1299	adiC		COG0531	Arginine/agmatine antiporter
GBPCPCFC_01776	gene	1299	adiC			
GBPCPCFC_01777	tRNA	75				tRNA-Glu(ttc)
GBPCPCFC_01777	gene	75				
GBPCPCFC_01778	CDS	183				hypothetical protein
GBPCPCFC_01778	gene	183				
GBPCPCFC_01779	CDS	1104				hypothetical protein
GBPCPCFC_01779	gene	1104				
GBPCPCFC_01780	CDS	1257				hypothetical protein
GBPCPCFC_01780	gene	1257				
GBPCPCFC_01781	CDS	504				hypothetical protein
GBPCPCFC_01781	gene	504				
GBPCPCFC_01782	tRNA	77				tRNA-His(gtg)
GBPCPCFC_01782	gene	77				
GBPCPCFC_01783	tRNA	77				tRNA-Arg(ccg)
GBPCPCFC_01783	gene	77				
GBPCPCFC_01784	CDS	306	secG		COG1314	Protein-export membrane protein SecG
GBPCPCFC_01784	gene	306	secG			
GBPCPCFC_01785	CDS	738	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GBPCPCFC_01785	gene	738	tpiA			
GBPCPCFC_01786	CDS	1239				hypothetical protein
GBPCPCFC_01786	gene	1239				
GBPCPCFC_01787	CDS	519	proQ			RNA chaperone ProQ
GBPCPCFC_01787	gene	519	proQ			
GBPCPCFC_01788	CDS	1080				hypothetical protein
GBPCPCFC_01788	gene	1080				
GBPCPCFC_01789	CDS	792	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
GBPCPCFC_01789	gene	792	lgt			
GBPCPCFC_01790	CDS	1155	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
GBPCPCFC_01790	gene	1155	ybdG			
GBPCPCFC_01791	CDS	702	novR	4.1.-.-		Decarboxylase NovR
GBPCPCFC_01791	gene	702	novR			
GBPCPCFC_01792	CDS	2835				hypothetical protein
GBPCPCFC_01792	gene	2835				
GBPCPCFC_01793	CDS	534	rplI		COG0359	50S ribosomal protein L9
GBPCPCFC_01793	gene	534	rplI			
GBPCPCFC_01794	CDS	285	rpsR		COG0238	30S ribosomal protein S18
GBPCPCFC_01794	gene	285	rpsR			
GBPCPCFC_01795	CDS	390	rpsF		COG0360	30S ribosomal protein S6
GBPCPCFC_01795	gene	390	rpsF			
GBPCPCFC_01796	CDS	705	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GBPCPCFC_01796	gene	705	phoB			
GBPCPCFC_01797	CDS	759	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
GBPCPCFC_01797	gene	759	cysQ			
GBPCPCFC_01798	CDS	843				hypothetical protein
GBPCPCFC_01798	gene	843				
GBPCPCFC_01799	CDS	879				hypothetical protein
GBPCPCFC_01799	gene	879				
GBPCPCFC_01800	CDS	1773				hypothetical protein
GBPCPCFC_01800	gene	1773				
GBPCPCFC_01801	CDS	999		1.18.1.2	COG0492	Ferredoxin--NADP reductase
GBPCPCFC_01801	gene	999				
GBPCPCFC_01802	CDS	888	folD		COG0190	Bifunctional protein FolD protein
GBPCPCFC_01802	gene	888	folD			
GBPCPCFC_01803	CDS	210				hypothetical protein
GBPCPCFC_01803	gene	210				
GBPCPCFC_01804	CDS	834	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
GBPCPCFC_01804	gene	834	nadC			
GBPCPCFC_01805	CDS	1914				hypothetical protein
GBPCPCFC_01805	gene	1914				
GBPCPCFC_01806	CDS	528	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
GBPCPCFC_01806	gene	528	petA			
GBPCPCFC_01807	CDS	1347	petB		COG1290	Cytochrome b
GBPCPCFC_01807	gene	1347	petB			
GBPCPCFC_01808	CDS	468	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
GBPCPCFC_01808	gene	468	bcp			
GBPCPCFC_01809	CDS	177				hypothetical protein
GBPCPCFC_01809	gene	177				
GBPCPCFC_01810	CDS	720				hypothetical protein
GBPCPCFC_01810	gene	720				
GBPCPCFC_01811	CDS	630	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
GBPCPCFC_01811	gene	630	queH			
GBPCPCFC_01812	CDS	645				Putative adhesin
GBPCPCFC_01812	gene	645				
GBPCPCFC_01813	CDS	768				Putative adhesin
GBPCPCFC_01813	gene	768				
GBPCPCFC_01814	CDS	1320				Oxygen-independent coproporphyrinogen-III oxidase-like protein
GBPCPCFC_01814	gene	1320				
GBPCPCFC_01815	CDS	882	rpoH		COG0568	RNA polymerase sigma factor RpoH
GBPCPCFC_01815	gene	882	rpoH			
GBPCPCFC_01816	CDS	582	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
GBPCPCFC_01816	gene	582	ctaG			
GBPCPCFC_01817	CDS	786	map	3.4.11.18	COG0024	Methionine aminopeptidase
GBPCPCFC_01817	gene	786	map			
GBPCPCFC_01818	CDS	681				hypothetical protein
GBPCPCFC_01818	gene	681				
GBPCPCFC_01819	CDS	369				hypothetical protein
GBPCPCFC_01819	gene	369				
GBPCPCFC_01820	CDS	213				hypothetical protein
GBPCPCFC_01820	gene	213				
GBPCPCFC_01821	CDS	264	bolA		COG0271	DNA-binding transcriptional regulator BolA
GBPCPCFC_01821	gene	264	bolA			
GBPCPCFC_01822	CDS	1335	pdeB	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeB
GBPCPCFC_01822	gene	1335	pdeB			
GBPCPCFC_01823	CDS	1452	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
GBPCPCFC_01823	gene	1452	murC			
GBPCPCFC_01824	CDS	888	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
GBPCPCFC_01824	gene	888	murB			
GBPCPCFC_01825	CDS	966	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
GBPCPCFC_01825	gene	966	ddlB			
GBPCPCFC_01826	CDS	795	ftsQ			Cell division protein FtsQ
GBPCPCFC_01826	gene	795	ftsQ			
GBPCPCFC_01827	CDS	1239	ftsA		COG0849	Cell division protein FtsA
GBPCPCFC_01827	gene	1239	ftsA			
GBPCPCFC_01828	tRNA	86				tRNA-Leu(taa)
GBPCPCFC_01828	gene	86				
GBPCPCFC_01829	CDS	555	nfuA			Fe/S biogenesis protein NfuA
GBPCPCFC_01829	gene	555	nfuA			
GBPCPCFC_01830	CDS	297	rpnD_3	3.1.21.-		Recombination-promoting nuclease RpnD
GBPCPCFC_01830	gene	297	rpnD_3			
GBPCPCFC_01831	CDS	1020	ltrA_4		COG3344	Group II intron-encoded protein LtrA
GBPCPCFC_01831	gene	1020	ltrA_4			
GBPCPCFC_01832	CDS	1449	tnpA_7	3.1.-.-		Transposase for transposon Tn5
GBPCPCFC_01832	gene	1449	tnpA_7			
GBPCPCFC_01833	CDS	618				hypothetical protein
GBPCPCFC_01833	gene	618				
GBPCPCFC_01834	CDS	657	rpnA_3	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
GBPCPCFC_01834	gene	657	rpnA_3			
GBPCPCFC_01835	CDS	726	phaB	1.1.1.36		Acetoacetyl-CoA reductase
GBPCPCFC_01835	gene	726	phaB			
GBPCPCFC_01836	CDS	447				hypothetical protein
GBPCPCFC_01836	gene	447				
GBPCPCFC_01837	CDS	1587	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
GBPCPCFC_01837	gene	1587	ppiD			
GBPCPCFC_01838	CDS	972	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
GBPCPCFC_01838	gene	972	dacF			
GBPCPCFC_01839	CDS	1242	ampG_2		COG0477	Protein AmpG
GBPCPCFC_01839	gene	1242	ampG_2			
GBPCPCFC_01840	CDS	2589				hypothetical protein
GBPCPCFC_01840	gene	2589				
GBPCPCFC_01841	CDS	1860				hypothetical protein
GBPCPCFC_01841	gene	1860				
GBPCPCFC_01842	CDS	747	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
GBPCPCFC_01842	gene	747	tlyA			
GBPCPCFC_01843	CDS	618	rpsD		COG0522	30S ribosomal protein S4
GBPCPCFC_01843	gene	618	rpsD			
GBPCPCFC_01844	CDS	930				hypothetical protein
GBPCPCFC_01844	gene	930				
GBPCPCFC_01845	CDS	1377	hsrA			putative transport protein HsrA
GBPCPCFC_01845	gene	1377	hsrA			
GBPCPCFC_01846	CDS	288	rpmB		COG0227	50S ribosomal protein L28
GBPCPCFC_01846	gene	288	rpmB			
GBPCPCFC_01847	CDS	231	rpmE		COG0254	50S ribosomal protein L31
GBPCPCFC_01847	gene	231	rpmE			
GBPCPCFC_01848	tRNA	77				tRNA-Met(cat)
GBPCPCFC_01848	gene	77				
GBPCPCFC_01849	CDS	1767	hscA		COG0443	Chaperone protein HscA
GBPCPCFC_01849	gene	1767	hscA			
GBPCPCFC_01850	CDS	1368				hypothetical protein
GBPCPCFC_01850	gene	1368				
GBPCPCFC_01851	CDS	330			COG4095	Sugar transporter SemiSWEET
GBPCPCFC_01851	gene	330				
GBPCPCFC_01852	CDS	1248	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
GBPCPCFC_01852	gene	1248	lolE			
GBPCPCFC_01853	CDS	714	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GBPCPCFC_01853	gene	714	lolD			
GBPCPCFC_01854	CDS	2451				hypothetical protein
GBPCPCFC_01854	gene	2451				
GBPCPCFC_01855	CDS	2004				hypothetical protein
GBPCPCFC_01855	gene	2004				
GBPCPCFC_01856	CDS	813	ompB_5		COG4625	Outer membrane protein B
GBPCPCFC_01856	gene	813	ompB_5			
GBPCPCFC_01857	CDS	1740	rpsA		COG0539	30S ribosomal protein S1
GBPCPCFC_01857	gene	1740	rpsA			
GBPCPCFC_01858	CDS	663	cmk	2.7.4.25	COG0283	Cytidylate kinase
GBPCPCFC_01858	gene	663	cmk			
GBPCPCFC_01859	tRNA	77				tRNA-Val(gac)
GBPCPCFC_01859	gene	77				
GBPCPCFC_01860	CDS	852				hypothetical protein
GBPCPCFC_01860	gene	852				
GBPCPCFC_01861	CDS	198				hypothetical protein
GBPCPCFC_01861	gene	198				
GBPCPCFC_01862	CDS	417				hypothetical protein
GBPCPCFC_01862	gene	417				
GBPCPCFC_01863	CDS	258	dpnM_7	2.1.1.72		Modification methylase DpnIIA
GBPCPCFC_01863	gene	258	dpnM_7			
GBPCPCFC_01864	CDS	957	barA_12	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
GBPCPCFC_01864	gene	957	barA_12			
GBPCPCFC_01865	CDS	1845				hypothetical protein
GBPCPCFC_01865	gene	1845				
GBPCPCFC_01866	CDS	288				hypothetical protein
GBPCPCFC_01866	gene	288				
GBPCPCFC_01867	CDS	696				hypothetical protein
GBPCPCFC_01867	gene	696				
GBPCPCFC_01868	CDS	1095				hypothetical protein
GBPCPCFC_01868	gene	1095				
GBPCPCFC_01869	CDS	210				hypothetical protein
GBPCPCFC_01869	gene	210				
GBPCPCFC_01870	CDS	1398				hypothetical protein
GBPCPCFC_01870	gene	1398				
GBPCPCFC_01871	CDS	261				hypothetical protein
GBPCPCFC_01871	gene	261				
GBPCPCFC_01872	CDS	1845				hypothetical protein
GBPCPCFC_01872	gene	1845				
GBPCPCFC_01873	CDS	2331	ankX_3	2.7.1.-	COG0666	Phosphocholine transferase AnkX
GBPCPCFC_01873	gene	2331	ankX_3			
GBPCPCFC_01874	CDS	123				hypothetical protein
GBPCPCFC_01874	gene	123				
GBPCPCFC_01875	CDS	1287				hypothetical protein
GBPCPCFC_01875	gene	1287				
GBPCPCFC_01876	CDS	930	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
GBPCPCFC_01876	gene	930	yfiH			
GBPCPCFC_01877	CDS	1062	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
GBPCPCFC_01877	gene	1062	puuA			
GBPCPCFC_01878	CDS	699				hypothetical protein
GBPCPCFC_01878	gene	699				
GBPCPCFC_01879	CDS	768	petC		COG2857	Cytochrome c1
GBPCPCFC_01879	gene	768	petC			
GBPCPCFC_01880	CDS	219				hypothetical protein
GBPCPCFC_01880	gene	219				
GBPCPCFC_01881	CDS	411	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
GBPCPCFC_01881	gene	411	pntA			
GBPCPCFC_01882	CDS	2799	ompB_6		COG4625	Outer membrane protein B
GBPCPCFC_01882	gene	2799	ompB_6			
GBPCPCFC_01883	CDS	1806				hypothetical protein
GBPCPCFC_01883	gene	1806				
GBPCPCFC_01884	CDS	561				hypothetical protein
GBPCPCFC_01884	gene	561				
GBPCPCFC_01885	CDS	291				hypothetical protein
GBPCPCFC_01885	gene	291				
GBPCPCFC_01886	CDS	261				hypothetical protein
GBPCPCFC_01886	gene	261				
GBPCPCFC_01887	CDS	366				hypothetical protein
GBPCPCFC_01887	gene	366				
GBPCPCFC_01888	CDS	405				hypothetical protein
GBPCPCFC_01888	gene	405				
GBPCPCFC_01889	CDS	2289				hypothetical protein
GBPCPCFC_01889	gene	2289				
GBPCPCFC_01890	CDS	465				hypothetical protein
GBPCPCFC_01890	gene	465				
GBPCPCFC_01891	CDS	3846				hypothetical protein
GBPCPCFC_01891	gene	3846				
GBPCPCFC_01892	CDS	5229				hypothetical protein
GBPCPCFC_01892	gene	5229				
GBPCPCFC_01893	CDS	129				hypothetical protein
GBPCPCFC_01893	gene	129				
GBPCPCFC_01894	CDS	450				hypothetical protein
GBPCPCFC_01894	gene	450				
GBPCPCFC_01895	tRNA	77				tRNA-Arg(acg)
GBPCPCFC_01895	gene	77				
GBPCPCFC_01896	CDS	933				hypothetical protein
GBPCPCFC_01896	gene	933				
GBPCPCFC_01897	CDS	933	trxB	1.8.1.9	COG0492	Thioredoxin reductase
GBPCPCFC_01897	gene	933	trxB			
GBPCPCFC_01898	CDS	144				hypothetical protein
GBPCPCFC_01898	gene	144				
GBPCPCFC_01899	CDS	1479	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
GBPCPCFC_01899	gene	1479	dnaC			
